gateway_id	map_id	map_name	show_time	count_char_id
1	8	天门剑阵·80级	2017-08-25 00:00:00	28
1	8	天门剑阵·80级	2017-08-27 00:00:00	35
1	8	天门剑阵·80级	2017-08-28 00:00:00	33
1	8	天门剑阵·80级	2017-08-30 00:00:00	24
1	10	魔化丁隐	2017-08-02 00:00:00	3
1	10	魔化丁隐	2017-08-03 00:00:00	3
1	10	魔化丁隐	2017-08-06 00:00:00	1
1	10	魔化丁隐	2017-08-09 00:00:00	1
1	10	魔化丁隐	2017-08-12 00:00:00	1
1	10	魔化丁隐	2017-08-14 00:00:00	2
1	10	魔化丁隐	2017-08-31 00:00:00	1
1	11	蜀山两仪阵	2017-08-05 00:00:00	94
1	11	蜀山两仪阵	2017-08-12 00:00:00	121
1	11	蜀山两仪阵	2017-08-19 00:00:00	122
1	11	蜀山两仪阵	2017-08-26 00:00:00	113
1	13	恩爱试炼	2017-08-01 00:00:00	28
1	13	恩爱试炼	2017-08-02 00:00:00	20
1	13	恩爱试炼	2017-08-03 00:00:00	26
1	13	恩爱试炼	2017-08-04 00:00:00	28
1	13	恩爱试炼	2017-08-05 00:00:00	23
1	13	恩爱试炼	2017-08-06 00:00:00	18
1	13	恩爱试炼	2017-08-07 00:00:00	18
1	13	恩爱试炼	2017-08-08 00:00:00	26
1	13	恩爱试炼	2017-08-09 00:00:00	25
1	13	恩爱试炼	2017-08-10 00:00:00	26
1	13	恩爱试炼	2017-08-11 00:00:00	27
1	13	恩爱试炼	2017-08-12 00:00:00	38
1	13	恩爱试炼	2017-08-13 00:00:00	32
1	13	恩爱试炼	2017-08-14 00:00:00	30
1	13	恩爱试炼	2017-08-15 00:00:00	38
1	13	恩爱试炼	2017-08-16 00:00:00	24
1	13	恩爱试炼	2017-08-17 00:00:00	34
1	13	恩爱试炼	2017-08-18 00:00:00	26
1	13	恩爱试炼	2017-08-19 00:00:00	28
1	13	恩爱试炼	2017-08-20 00:00:00	29
1	13	恩爱试炼	2017-08-21 00:00:00	34
1	13	恩爱试炼	2017-08-22 00:00:00	20
1	13	恩爱试炼	2017-08-23 00:00:00	29
1	13	恩爱试炼	2017-08-24 00:00:00	26
1	13	恩爱试炼	2017-08-25 00:00:00	22
1	13	恩爱试炼	2017-08-26 00:00:00	24
1	13	恩爱试炼	2017-08-27 00:00:00	26
1	13	恩爱试炼	2017-08-28 00:00:00	28
1	13	恩爱试炼	2017-08-29 00:00:00	28
1	13	恩爱试炼	2017-08-30 00:00:00	34
1	13	恩爱试炼	2017-08-31 00:00:00	22
1	14	天门剑阵·100级	2017-08-02 00:00:00	6
1	14	天门剑阵·100级	2017-08-04 00:00:00	4
1	14	天门剑阵·100级	2017-08-06 00:00:00	2
1	14	天门剑阵·100级	2017-08-07 00:00:00	7
1	14	天门剑阵·100级	2017-08-09 00:00:00	7
1	14	天门剑阵·100级	2017-08-10 00:00:00	2
1	14	天门剑阵·100级	2017-08-11 00:00:00	4
1	14	天门剑阵·100级	2017-08-12 00:00:00	1
1	14	天门剑阵·100级	2017-08-13 00:00:00	3
1	14	天门剑阵·100级	2017-08-14 00:00:00	7
1	14	天门剑阵·100级	2017-08-16 00:00:00	14
1	14	天门剑阵·100级	2017-08-17 00:00:00	4
1	14	天门剑阵·100级	2017-08-18 00:00:00	1
1	14	天门剑阵·100级	2017-08-20 00:00:00	5
1	14	天门剑阵·100级	2017-08-21 00:00:00	3
1	14	天门剑阵·100级	2017-08-23 00:00:00	2
1	14	天门剑阵·100级	2017-08-25 00:00:00	6
1	14	天门剑阵·100级	2017-08-26 00:00:00	1
1	14	天门剑阵·100级	2017-08-27 00:00:00	1
1	14	天门剑阵·100级	2017-08-28 00:00:00	5
1	14	天门剑阵·100级	2017-08-29 00:00:00	7
1	14	天门剑阵·100级	2017-08-30 00:00:00	4
1	14	天门剑阵·100级	2017-08-31 00:00:00	4
1	15	天门剑阵·120级	2017-08-01 00:00:00	36
1	15	天门剑阵·120级	2017-08-02 00:00:00	18
1	15	天门剑阵·120级	2017-08-03 00:00:00	40
1	15	天门剑阵·120级	2017-08-04 00:00:00	25
1	15	天门剑阵·120级	2017-08-05 00:00:00	32
1	15	天门剑阵·120级	2017-08-06 00:00:00	46
1	15	天门剑阵·120级	2017-08-07 00:00:00	36
1	15	天门剑阵·120级	2017-08-08 00:00:00	32
1	15	天门剑阵·120级	2017-08-09 00:00:00	27
1	15	天门剑阵·120级	2017-08-10 00:00:00	29
1	15	天门剑阵·120级	2017-08-11 00:00:00	37
1	15	天门剑阵·120级	2017-08-12 00:00:00	36
1	15	天门剑阵·120级	2017-08-13 00:00:00	70
1	15	天门剑阵·120级	2017-08-14 00:00:00	35
1	15	天门剑阵·120级	2017-08-15 00:00:00	37
1	15	天门剑阵·120级	2017-08-16 00:00:00	26
1	15	天门剑阵·120级	2017-08-17 00:00:00	35
1	15	天门剑阵·120级	2017-08-18 00:00:00	36
1	15	天门剑阵·120级	2017-08-19 00:00:00	34
1	15	天门剑阵·120级	2017-08-20 00:00:00	83
1	15	天门剑阵·120级	2017-08-21 00:00:00	27
1	15	天门剑阵·120级	2017-08-22 00:00:00	31
1	15	天门剑阵·120级	2017-08-23 00:00:00	29
1	15	天门剑阵·120级	2017-08-24 00:00:00	33
1	15	天门剑阵·120级	2017-08-25 00:00:00	17
1	15	天门剑阵·120级	2017-08-26 00:00:00	28
1	15	天门剑阵·120级	2017-08-27 00:00:00	68
1	15	天门剑阵·120级	2017-08-28 00:00:00	28
1	15	天门剑阵·120级	2017-08-29 00:00:00	37
1	15	天门剑阵·120级	2017-08-30 00:00:00	18
1	15	天门剑阵·120级	2017-08-31 00:00:00	40
1	16	大三环·陶然凶祸	2017-08-01 00:00:00	40
1	16	大三环·陶然凶祸	2017-08-02 00:00:00	23
1	16	大三环·陶然凶祸	2017-08-03 00:00:00	42
1	16	大三环·陶然凶祸	2017-08-04 00:00:00	34
1	16	大三环·陶然凶祸	2017-08-05 00:00:00	5
1	16	大三环·陶然凶祸	2017-08-06 00:00:00	85
1	16	大三环·陶然凶祸	2017-08-07 00:00:00	38
1	16	大三环·陶然凶祸	2017-08-08 00:00:00	39
1	16	大三环·陶然凶祸	2017-08-09 00:00:00	33
1	16	大三环·陶然凶祸	2017-08-10 00:00:00	35
1	16	大三环·陶然凶祸	2017-08-11 00:00:00	42
1	16	大三环·陶然凶祸	2017-08-13 00:00:00	114
1	16	大三环·陶然凶祸	2017-08-14 00:00:00	43
1	16	大三环·陶然凶祸	2017-08-15 00:00:00	48
1	16	大三环·陶然凶祸	2017-08-16 00:00:00	29
1	16	大三环·陶然凶祸	2017-08-17 00:00:00	39
1	16	大三环·陶然凶祸	2017-08-18 00:00:00	28
1	16	大三环·陶然凶祸	2017-08-20 00:00:00	125
1	16	大三环·陶然凶祸	2017-08-21 00:00:00	18
1	16	大三环·陶然凶祸	2017-08-22 00:00:00	36
1	16	大三环·陶然凶祸	2017-08-23 00:00:00	27
1	16	大三环·陶然凶祸	2017-08-24 00:00:00	34
1	16	大三环·陶然凶祸	2017-08-25 00:00:00	23
1	16	大三环·陶然凶祸	2017-08-27 00:00:00	93
1	16	大三环·陶然凶祸	2017-08-28 00:00:00	27
1	16	大三环·陶然凶祸	2017-08-29 00:00:00	44
1	16	大三环·陶然凶祸	2017-08-30 00:00:00	25
1	16	大三环·陶然凶祸	2017-08-31 00:00:00	41
1	17	五灵地脉	2017-08-01 00:00:00	26
1	17	五灵地脉	2017-08-02 00:00:00	43
1	17	五灵地脉	2017-08-03 00:00:00	22
1	17	五灵地脉	2017-08-04 00:00:00	36
1	17	五灵地脉	2017-08-05 00:00:00	30
1	17	五灵地脉	2017-08-07 00:00:00	37
1	17	五灵地脉	2017-08-08 00:00:00	30
1	17	五灵地脉	2017-08-09 00:00:00	41
1	17	五灵地脉	2017-08-10 00:00:00	29
1	17	五灵地脉	2017-08-11 00:00:00	39
1	17	五灵地脉	2017-08-12 00:00:00	33
1	17	五灵地脉	2017-08-14 00:00:00	41
1	17	五灵地脉	2017-08-15 00:00:00	24
1	17	五灵地脉	2017-08-16 00:00:00	40
1	17	五灵地脉	2017-08-17 00:00:00	27
1	17	五灵地脉	2017-08-18 00:00:00	33
1	17	五灵地脉	2017-08-19 00:00:00	39
1	17	五灵地脉	2017-08-21 00:00:00	40
1	17	五灵地脉	2017-08-22 00:00:00	24
1	17	五灵地脉	2017-08-23 00:00:00	39
1	17	五灵地脉	2017-08-24 00:00:00	34
1	17	五灵地脉	2017-08-25 00:00:00	35
1	17	五灵地脉	2017-08-26 00:00:00	28
1	17	五灵地脉	2017-08-28 00:00:00	41
1	17	五灵地脉	2017-08-29 00:00:00	29
1	17	五灵地脉	2017-08-30 00:00:00	42
1	17	五灵地脉	2017-08-31 00:00:00	13
1	18	大三环·化劫济人	2017-08-01 00:00:00	46
1	18	大三环·化劫济人	2017-08-02 00:00:00	25
1	18	大三环·化劫济人	2017-08-03 00:00:00	40
1	18	大三环·化劫济人	2017-08-04 00:00:00	38
1	18	大三环·化劫济人	2017-08-05 00:00:00	5
1	18	大三环·化劫济人	2017-08-06 00:00:00	91
1	18	大三环·化劫济人	2017-08-07 00:00:00	46
1	18	大三环·化劫济人	2017-08-08 00:00:00	39
1	18	大三环·化劫济人	2017-08-09 00:00:00	42
1	18	大三环·化劫济人	2017-08-10 00:00:00	38
1	18	大三环·化劫济人	2017-08-11 00:00:00	46
1	18	大三环·化劫济人	2017-08-13 00:00:00	118
1	18	大三环·化劫济人	2017-08-14 00:00:00	66
1	18	大三环·化劫济人	2017-08-15 00:00:00	50
1	18	大三环·化劫济人	2017-08-16 00:00:00	50
1	18	大三环·化劫济人	2017-08-17 00:00:00	41
1	18	大三环·化劫济人	2017-08-18 00:00:00	42
1	18	大三环·化劫济人	2017-08-20 00:00:00	132
1	18	大三环·化劫济人	2017-08-21 00:00:00	20
1	18	大三环·化劫济人	2017-08-22 00:00:00	35
1	18	大三环·化劫济人	2017-08-23 00:00:00	40
1	18	大三环·化劫济人	2017-08-24 00:00:00	41
1	18	大三环·化劫济人	2017-08-25 00:00:00	55
1	18	大三环·化劫济人	2017-08-27 00:00:00	115
1	18	大三环·化劫济人	2017-08-28 00:00:00	52
1	18	大三环·化劫济人	2017-08-29 00:00:00	50
1	18	大三环·化劫济人	2017-08-30 00:00:00	47
1	18	大三环·化劫济人	2017-08-31 00:00:00	43
1	19	廿四年前	2017-08-01 00:00:00	10
1	19	廿四年前	2017-08-02 00:00:00	7
1	19	廿四年前	2017-08-03 00:00:00	8
1	19	廿四年前	2017-08-04 00:00:00	14
1	19	廿四年前	2017-08-05 00:00:00	11
1	19	廿四年前	2017-08-06 00:00:00	8
1	19	廿四年前	2017-08-07 00:00:00	7
1	19	廿四年前	2017-08-08 00:00:00	5
1	19	廿四年前	2017-08-09 00:00:00	8
1	19	廿四年前	2017-08-10 00:00:00	9
1	19	廿四年前	2017-08-11 00:00:00	7
1	19	廿四年前	2017-08-12 00:00:00	10
1	19	廿四年前	2017-08-13 00:00:00	4
1	19	廿四年前	2017-08-14 00:00:00	4
1	19	廿四年前	2017-08-15 00:00:00	3
1	19	廿四年前	2017-08-16 00:00:00	4
1	19	廿四年前	2017-08-17 00:00:00	4
1	19	廿四年前	2017-08-18 00:00:00	12
1	19	廿四年前	2017-08-19 00:00:00	3
1	19	廿四年前	2017-08-20 00:00:00	6
1	19	廿四年前	2017-08-21 00:00:00	4
1	19	廿四年前	2017-08-22 00:00:00	4
1	19	廿四年前	2017-08-23 00:00:00	9
1	19	廿四年前	2017-08-24 00:00:00	5
1	19	廿四年前	2017-08-25 00:00:00	8
1	19	廿四年前	2017-08-26 00:00:00	12
1	19	廿四年前	2017-08-27 00:00:00	3
1	19	廿四年前	2017-08-28 00:00:00	6
1	19	廿四年前	2017-08-29 00:00:00	7
1	19	廿四年前	2017-08-30 00:00:00	6
1	19	廿四年前	2017-08-31 00:00:00	1
1	20	大三环·了却前缘	2017-08-01 00:00:00	44
1	20	大三环·了却前缘	2017-08-02 00:00:00	27
1	20	大三环·了却前缘	2017-08-03 00:00:00	40
1	20	大三环·了却前缘	2017-08-04 00:00:00	39
1	20	大三环·了却前缘	2017-08-05 00:00:00	6
1	20	大三环·了却前缘	2017-08-06 00:00:00	92
1	20	大三环·了却前缘	2017-08-07 00:00:00	43
1	20	大三环·了却前缘	2017-08-08 00:00:00	39
1	20	大三环·了却前缘	2017-08-09 00:00:00	41
1	20	大三环·了却前缘	2017-08-10 00:00:00	34
1	20	大三环·了却前缘	2017-08-11 00:00:00	50
1	20	大三环·了却前缘	2017-08-13 00:00:00	115
1	20	大三环·了却前缘	2017-08-14 00:00:00	56
1	20	大三环·了却前缘	2017-08-15 00:00:00	50
1	20	大三环·了却前缘	2017-08-16 00:00:00	38
1	20	大三环·了却前缘	2017-08-17 00:00:00	40
1	20	大三环·了却前缘	2017-08-18 00:00:00	34
1	20	大三环·了却前缘	2017-08-19 00:00:00	1
1	20	大三环·了却前缘	2017-08-20 00:00:00	132
1	20	大三环·了却前缘	2017-08-21 00:00:00	20
1	20	大三环·了却前缘	2017-08-22 00:00:00	35
1	20	大三环·了却前缘	2017-08-23 00:00:00	30
1	20	大三环·了却前缘	2017-08-24 00:00:00	41
1	20	大三环·了却前缘	2017-08-25 00:00:00	39
1	20	大三环·了却前缘	2017-08-26 00:00:00	1
1	20	大三环·了却前缘	2017-08-27 00:00:00	107
1	20	大三环·了却前缘	2017-08-28 00:00:00	32
1	20	大三环·了却前缘	2017-08-29 00:00:00	50
1	20	大三环·了却前缘	2017-08-30 00:00:00	35
1	20	大三环·了却前缘	2017-08-31 00:00:00	43
1	21	仙之斗	2017-08-01 00:00:00	34
1	21	仙之斗	2017-08-02 00:00:00	34
1	21	仙之斗	2017-08-03 00:00:00	43
1	21	仙之斗	2017-08-04 00:00:00	31
1	21	仙之斗	2017-08-05 00:00:00	32
1	21	仙之斗	2017-08-06 00:00:00	30
1	21	仙之斗	2017-08-07 00:00:00	29
1	21	仙之斗	2017-08-08 00:00:00	39
1	21	仙之斗	2017-08-09 00:00:00	35
1	21	仙之斗	2017-08-10 00:00:00	41
1	21	仙之斗	2017-08-11 00:00:00	31
1	21	仙之斗	2017-08-12 00:00:00	42
1	21	仙之斗	2017-08-13 00:00:00	36
1	21	仙之斗	2017-08-14 00:00:00	37
1	21	仙之斗	2017-08-15 00:00:00	36
1	21	仙之斗	2017-08-16 00:00:00	36
1	21	仙之斗	2017-08-17 00:00:00	37
1	21	仙之斗	2017-08-18 00:00:00	36
1	21	仙之斗	2017-08-19 00:00:00	36
1	21	仙之斗	2017-08-20 00:00:00	35
1	21	仙之斗	2017-08-21 00:00:00	32
1	21	仙之斗	2017-08-22 00:00:00	31
1	21	仙之斗	2017-08-23 00:00:00	35
1	21	仙之斗	2017-08-24 00:00:00	34
1	21	仙之斗	2017-08-25 00:00:00	31
1	21	仙之斗	2017-08-26 00:00:00	30
1	21	仙之斗	2017-08-27 00:00:00	30
1	21	仙之斗	2017-08-28 00:00:00	27
1	21	仙之斗	2017-08-29 00:00:00	36
1	21	仙之斗	2017-08-30 00:00:00	39
1	21	仙之斗	2017-08-31 00:00:00	32
1	22	蜀山斗剑	2017-08-01 00:00:00	2
1	22	蜀山斗剑	2017-08-02 00:00:00	3
1	22	蜀山斗剑	2017-08-03 00:00:00	5
1	22	蜀山斗剑	2017-08-04 00:00:00	3
1	22	蜀山斗剑	2017-08-05 00:00:00	3
1	22	蜀山斗剑	2017-08-06 00:00:00	5
1	22	蜀山斗剑	2017-08-07 00:00:00	2
1	22	蜀山斗剑	2017-08-08 00:00:00	3
1	22	蜀山斗剑	2017-08-09 00:00:00	3
1	22	蜀山斗剑	2017-08-10 00:00:00	2
1	22	蜀山斗剑	2017-08-11 00:00:00	2
1	22	蜀山斗剑	2017-08-12 00:00:00	6
1	22	蜀山斗剑	2017-08-13 00:00:00	3
1	22	蜀山斗剑	2017-08-14 00:00:00	1
1	22	蜀山斗剑	2017-08-16 00:00:00	2
1	22	蜀山斗剑	2017-08-17 00:00:00	3
1	22	蜀山斗剑	2017-08-18 00:00:00	3
1	22	蜀山斗剑	2017-08-19 00:00:00	3
1	22	蜀山斗剑	2017-08-20 00:00:00	2
1	22	蜀山斗剑	2017-08-22 00:00:00	1
1	22	蜀山斗剑	2017-08-23 00:00:00	1
1	22	蜀山斗剑	2017-08-24 00:00:00	1
1	22	蜀山斗剑	2017-08-26 00:00:00	7
1	22	蜀山斗剑	2017-08-28 00:00:00	2
1	22	蜀山斗剑	2017-08-29 00:00:00	4
1	22	蜀山斗剑	2017-08-30 00:00:00	2
1	24	仰仙谷	2017-08-01 00:00:00	16
1	24	仰仙谷	2017-08-02 00:00:00	3
1	24	仰仙谷	2017-08-03 00:00:00	5
1	24	仰仙谷	2017-08-04 00:00:00	2
1	24	仰仙谷	2017-08-08 00:00:00	15
1	24	仰仙谷	2017-08-09 00:00:00	3
1	24	仰仙谷	2017-08-10 00:00:00	3
1	24	仰仙谷	2017-08-11 00:00:00	4
1	24	仰仙谷	2017-08-15 00:00:00	18
1	24	仰仙谷	2017-08-16 00:00:00	2
1	24	仰仙谷	2017-08-17 00:00:00	2
1	24	仰仙谷	2017-08-18 00:00:00	2
1	24	仰仙谷	2017-08-19 00:00:00	1
1	24	仰仙谷	2017-08-22 00:00:00	15
1	24	仰仙谷	2017-08-23 00:00:00	5
1	24	仰仙谷	2017-08-24 00:00:00	5
1	24	仰仙谷	2017-08-27 00:00:00	2
1	25	决战蜀山	2017-08-01 00:00:00	10
1	25	决战蜀山	2017-08-03 00:00:00	15
1	25	决战蜀山	2017-08-05 00:00:00	12
1	25	决战蜀山	2017-08-11 00:00:00	17
1	25	决战蜀山	2017-08-12 00:00:00	9
1	25	决战蜀山	2017-08-27 00:00:00	10
1	25	决战蜀山	2017-08-29 00:00:00	13
1	25	决战蜀山	2017-08-31 00:00:00	9
1	27	丹辰子传二	2017-08-01 00:00:00	14
1	27	丹辰子传二	2017-08-02 00:00:00	3
1	27	丹辰子传二	2017-08-06 00:00:00	6
1	27	丹辰子传二	2017-08-07 00:00:00	4
1	27	丹辰子传二	2017-08-08 00:00:00	3
1	27	丹辰子传二	2017-08-09 00:00:00	5
1	27	丹辰子传二	2017-08-10 00:00:00	7
1	27	丹辰子传二	2017-08-12 00:00:00	1
1	27	丹辰子传二	2017-08-13 00:00:00	2
1	27	丹辰子传二	2017-08-14 00:00:00	2
1	27	丹辰子传二	2017-08-15 00:00:00	13
1	27	丹辰子传二	2017-08-16 00:00:00	4
1	27	丹辰子传二	2017-08-17 00:00:00	1
1	27	丹辰子传二	2017-08-22 00:00:00	12
1	27	丹辰子传二	2017-08-23 00:00:00	7
1	27	丹辰子传二	2017-08-24 00:00:00	2
1	27	丹辰子传二	2017-08-25 00:00:00	4
1	27	丹辰子传二	2017-08-28 00:00:00	1
1	29	决斗	2017-08-27 00:00:00	2
1	30	鹊桥楼	2017-08-02 00:00:00	28
1	30	鹊桥楼	2017-08-09 00:00:00	47
1	30	鹊桥楼	2017-08-16 00:00:00	29
1	30	鹊桥楼	2017-08-23 00:00:00	44
1	30	鹊桥楼	2017-08-30 00:00:00	51
1	31	蜀山斗剑	2017-08-01 00:00:00	146
1	31	蜀山斗剑	2017-08-02 00:00:00	130
1	31	蜀山斗剑	2017-08-03 00:00:00	180
1	31	蜀山斗剑	2017-08-04 00:00:00	108
1	31	蜀山斗剑	2017-08-05 00:00:00	105
1	31	蜀山斗剑	2017-08-06 00:00:00	74
1	31	蜀山斗剑	2017-08-07 00:00:00	194
1	31	蜀山斗剑	2017-08-08 00:00:00	181
1	31	蜀山斗剑	2017-08-09 00:00:00	135
1	31	蜀山斗剑	2017-08-10 00:00:00	135
1	31	蜀山斗剑	2017-08-11 00:00:00	130
1	31	蜀山斗剑	2017-08-12 00:00:00	166
1	31	蜀山斗剑	2017-08-13 00:00:00	158
1	31	蜀山斗剑	2017-08-14 00:00:00	210
1	31	蜀山斗剑	2017-08-15 00:00:00	140
1	31	蜀山斗剑	2017-08-16 00:00:00	129
1	31	蜀山斗剑	2017-08-17 00:00:00	159
1	31	蜀山斗剑	2017-08-18 00:00:00	186
1	31	蜀山斗剑	2017-08-19 00:00:00	140
1	31	蜀山斗剑	2017-08-20 00:00:00	143
1	31	蜀山斗剑	2017-08-21 00:00:00	199
1	31	蜀山斗剑	2017-08-22 00:00:00	123
1	31	蜀山斗剑	2017-08-23 00:00:00	165
1	31	蜀山斗剑	2017-08-24 00:00:00	148
1	31	蜀山斗剑	2017-08-25 00:00:00	139
1	31	蜀山斗剑	2017-08-26 00:00:00	122
1	31	蜀山斗剑	2017-08-27 00:00:00	147
1	31	蜀山斗剑	2017-08-28 00:00:00	174
1	31	蜀山斗剑	2017-08-29 00:00:00	206
1	31	蜀山斗剑	2017-08-30 00:00:00	147
1	31	蜀山斗剑	2017-08-31 00:00:00	177
1	256	周青云传一	2017-08-02 00:00:00	1
1	256	周青云传一	2017-08-03 00:00:00	1
1	256	周青云传一	2017-08-09 00:00:00	1
1	256	周青云传一	2017-08-14 00:00:00	1
1	256	周青云传一	2017-08-15 00:00:00	1
1	256	周青云传一	2017-08-22 00:00:00	1
1	256	周青云传一	2017-08-31 00:00:00	1
1	257	屠媚传五	2017-08-03 00:00:00	1
1	258	屠霸传一	2017-08-03 00:00:00	4
1	258	屠霸传一	2017-08-04 00:00:00	4
1	258	屠霸传一	2017-08-06 00:00:00	4
1	258	屠霸传一	2017-08-10 00:00:00	1
1	259	屠霸传二	2017-08-03 00:00:00	1
1	259	屠霸传二	2017-08-10 00:00:00	1
1	260	屠霸传三	2017-08-03 00:00:00	1
1	260	屠霸传三	2017-08-14 00:00:00	1
1	262	屠霸传五	2017-08-07 00:00:00	1
1	263	无我传一	2017-08-07 00:00:00	1
1	264	无我传二	2017-08-07 00:00:00	2
1	264	无我传二	2017-08-12 00:00:00	1
1	264	无我传二	2017-08-18 00:00:00	1
1	265	丹辰子传一	2017-08-02 00:00:00	1
1	265	丹辰子传一	2017-08-08 00:00:00	1
1	265	丹辰子传一	2017-08-14 00:00:00	1
1	265	丹辰子传一	2017-08-16 00:00:00	1
1	265	丹辰子传一	2017-08-22 00:00:00	1
1	266	无我传三	2017-08-14 00:00:00	1
1	266	无我传三	2017-08-15 00:00:00	1
1	266	无我传三	2017-08-18 00:00:00	1
1	267	无我传四	2017-08-14 00:00:00	1
1	267	无我传四	2017-08-18 00:00:00	1
1	267	无我传四	2017-08-22 00:00:00	1
1	268	无我传五	2017-08-14 00:00:00	1
1	268	无我传五	2017-08-16 00:00:00	1
1	268	无我传五	2017-08-18 00:00:00	1
1	269	蚩灵传一	2017-08-03 00:00:00	7
1	269	蚩灵传一	2017-08-04 00:00:00	1
1	269	蚩灵传一	2017-08-05 00:00:00	3
1	269	蚩灵传一	2017-08-07 00:00:00	1
1	269	蚩灵传一	2017-08-08 00:00:00	1
1	269	蚩灵传一	2017-08-11 00:00:00	3
1	269	蚩灵传一	2017-08-12 00:00:00	1
1	269	蚩灵传一	2017-08-14 00:00:00	8
1	269	蚩灵传一	2017-08-18 00:00:00	4
1	269	蚩灵传一	2017-08-21 00:00:00	4
1	269	蚩灵传一	2017-08-22 00:00:00	4
