dest_user_id	dest_role_id	sheet_name	count	total_price	value
1903722542	9461679	034060002.sitem	99	1500	大悲金水
1903722542	9461679	034080003.sitem	140	113	烟罗神水
1903722542	9461679	034080009.sitem	99	9	三千佛莲
1903722542	9461679	035060001.sitem	99	9	圣·玄女之泪
1903722542	9461679	035060006.sitem	183	1517	圣·毕方之足
1903722542	9461679	036060004.sitem	203	1017	神·麒麟角
1903722542	9461679	036060007.sitem	11	112	神·玄武甲
1903722542	9461679	036100008.sitem	8	10000	神·白虎牙
1903722542	10169147	020001079.sitem	162	2	灵根叶鞘
1903722542	10169147	034040013.sitem	1	60	九天玄铁
1903723535	9464402	020001063.sitem	25	450	灵宠神兽·碎片
1903723535	9464402	033060003.sitem	99	9	虎睛石
1903723535	9464402	033120017.sitem	22	2	幻星晶魄
1903723535	9464402	033120021.sitem	10	2	五行精气
1903723535	9464402	034040013.sitem	2	20	九天玄铁
1903723535	9464402	034080014.sitem	6	9	太白元精
1903723535	9464402	035060006.sitem	47	294	圣·毕方之足
1903723535	9464402	036060004.sitem	48	248	神·麒麟角
1903723535	9464402	036060007.sitem	1	648	神·玄武甲
1903723535	9818631	035060006.sitem	8	24	圣·毕方之足
1903724893	9468470	020001053.sitem	101	102	重铸石·碎片
1903724893	9468470	020001063.sitem	4	6	灵宠神兽·碎片
1903724893	9468470	020001077.sitem	107	10	真言文典配方
1903724893	9468470	020001078.sitem	21	7	赤炼神铁
1903724893	9468470	020001079.sitem	440	75	灵根叶鞘
1903724893	9468470	020001116.sitem	7	2	神·玄武甲碎片
1903724893	9468470	020001117.sitem	214	4	神·白虎牙碎片
1903724893	9468470	033020001.sitem	68	37779	蛇纹石
1903724893	9468470	034040001.sitem	12	4800	天一真水
1903724893	9468470	034040013.sitem	6	2	九天玄铁
1903724893	9468470	034060002.sitem	26	8922	大悲金水
1903724893	9468470	034080014.sitem	28	2902	太白元精
1903724893	9468470	035060001.sitem	198	18	圣·玄女之泪
1903724893	9468470	035060006.sitem	160	18	圣·毕方之足
1903724893	9468470	036060004.sitem	470	45	神·麒麟角
1903724893	9468470	036060007.sitem	16	39	神·玄武甲
1903724893	9468470	036100008.sitem	9	12	神·白虎牙
1903724893	9468470	039004007.sitem	3	2	中级顿悟丹
1903724935	9468388	020001040.sitem	1	200	净色精华
1903724935	9468388	020001053.sitem	1147	12	重铸石·碎片
1903724935	9468388	020001063.sitem	103	732	灵宠神兽·碎片
1903724935	9468388	020001077.sitem	169	20011	真言文典配方
1903724935	9468388	020001078.sitem	321	230	赤炼神铁
1903724935	9468388	020001079.sitem	3076	738	灵根叶鞘
1903724935	9468388	020001116.sitem	489	47	神·玄武甲碎片
1903724935	9468388	020001117.sitem	1150	1478	神·白虎牙碎片
1903724935	9468388	030001009.sitem	1	2	高级空白技能书
1903724935	9468388	033120006.sitem	5	2	流光镜玉
1903724935	9468388	034040013.sitem	2	2	九天玄铁
1903724935	9468388	034080014.sitem	11	34	太白元精
1903724935	9468388	034120016.sitem	2	2	九极天璃
1903724935	9468388	035060001.sitem	495	67	圣·玄女之泪
1903724935	9468388	035060006.sitem	266	126	圣·毕方之足
1903724935	9468388	036060004.sitem	870	104	神·麒麟角
1903724935	9468388	036060007.sitem	33	546	神·玄武甲
1903724935	9468388	036100008.sitem	11	104	神·白虎牙
1903735092	9496013	020001063.sitem	12	2	灵宠神兽·碎片
1903735092	9496013	020001078.sitem	7	2	赤炼神铁
1903735092	9496013	020001079.sitem	265	27	灵根叶鞘
1903735092	9496013	030001009.sitem	7	5	高级空白技能书
1903735092	9496013	033120020.sitem	1	23	炽阳炎魄
1903735092	9496013	034040013.sitem	1	14	九天玄铁
1903735092	9496013	035060001.sitem	335	130	圣·玄女之泪
1903735092	9496013	035060006.sitem	50	172	圣·毕方之足
1903735092	9496013	036060004.sitem	51	6	神·麒麟角
1903736835	9501379	020001078.sitem	11	2	赤炼神铁
1903736835	9501379	020001079.sitem	6	2	灵根叶鞘
1903736835	9501379	034040013.sitem	2	25	九天玄铁
1903736835	9501379	034080014.sitem	6	2	太白元精
1903736835	9501379	035060006.sitem	24	7	圣·毕方之足
1903736835	9501379	036060004.sitem	50	6	神·麒麟角
1903743103	9519769	020001063.sitem	49	1425	灵宠神兽·碎片
1903743103	9519769	020001077.sitem	28	6	真言文典配方
1903743103	9519769	020001078.sitem	52	28	赤炼神铁
1903743103	9519769	020001079.sitem	351	182	灵根叶鞘
1903743103	9519769	020001116.sitem	74	48	神·玄武甲碎片
1903743103	9519769	020001117.sitem	33	4	神·白虎牙碎片
1903743103	9519769	033120020.sitem	5	2	炽阳炎魄
1903743103	9519769	034040001.sitem	43	4	天一真水
1903743103	9519769	034040007.sitem	39	3	五色冰纨
1903743103	9519769	034040013.sitem	9	77	九天玄铁
1903743103	9519769	034060002.sitem	1	20	大悲金水
1903743103	9519769	034080003.sitem	99	9	烟罗神水
1903743103	9519769	034080009.sitem	30	12	三千佛莲
1903743103	9519769	034080014.sitem	2	15	太白元精
1903743103	9519769	034100004.sitem	1	50	女娲骨血
1903743103	9519769	034120015.sitem	6	2	太乙精金
1903743103	9519769	034120016.sitem	1	82	九极天璃
1903743103	9519769	035060006.sitem	352	755	圣·毕方之足
1903743103	9519769	036060004.sitem	196	455	神·麒麟角
1903743103	9519769	036060007.sitem	1	2	神·玄武甲
1903743103	9581901	020001078.sitem	21	4	赤炼神铁
1903743103	9581901	033060010.sitem	16	2	天火
1903743103	9581901	033120017.sitem	8	2	幻星晶魄
1903743103	9581901	034040013.sitem	2	10	九天玄铁
1903743103	9581901	034080014.sitem	16	126	太白元精
1903743103	9581901	034120015.sitem	5	30	太乙精金
1903743103	9581901	035060006.sitem	72	176	圣·毕方之足
1903743103	9719920	034080003.sitem	1	63	烟罗神水
1903743103	9719920	035060006.sitem	37	28	圣·毕方之足
1903743103	10154616	034040001.sitem	218	51	天一真水
1903743103	10154616	034040007.sitem	37	15	五色冰纨
1903743103	10154616	034040013.sitem	9	115	九天玄铁
1903744905	9689522	035060006.sitem	9	2	圣·毕方之足
1903744905	9690839	035060006.sitem	4	17	圣·毕方之足
1903744913	9524297	020001077.sitem	4	2	真言文典配方
1903744913	9524297	034040013.sitem	1	10	九天玄铁
1903744913	9524297	034080014.sitem	4	6	太白元精
1903744913	9524297	035060006.sitem	33	3	圣·毕方之足
1903744913	9689085	020001053.sitem	449	2214	重铸石·碎片
1903744913	9689085	020001063.sitem	191	626	灵宠神兽·碎片
1903744913	9689085	020001078.sitem	180	116	赤炼神铁
1903744913	9689085	020001079.sitem	1387	97	灵根叶鞘
1903744913	9689085	020001116.sitem	458	208	神·玄武甲碎片
1903744913	9689085	020001117.sitem	520	10	神·白虎牙碎片
1903744913	9689085	030001009.sitem	10	6	高级空白技能书
1903744913	9689085	034040013.sitem	1	100	九天玄铁
1903744913	9689085	034080003.sitem	99	9	烟罗神水
1903744913	9689085	034080009.sitem	50	5	三千佛莲
1903744913	9689085	034080014.sitem	2	4	太白元精
1903744913	9689085	034100004.sitem	2	2320	女娲骨血
1903744913	9689085	034120015.sitem	7	2	太乙精金
1903744913	9689085	035060001.sitem	100	1057	圣·玄女之泪
1903744913	9689085	035060006.sitem	636	3873	圣·毕方之足
1903744913	9689085	036060004.sitem	2497	2292	神·麒麟角
1903744913	9689085	036060007.sitem	60	1009	神·玄武甲
1903744913	9689085	036100008.sitem	19	48	神·白虎牙
1903744913	9884080	034080003.sitem	1	5	烟罗神水
1903744913	9884080	036060004.sitem	23	6	神·麒麟角
1903751000	9541071	020001116.sitem	50	38	神·玄武甲碎片
1903751000	9541071	034080014.sitem	1	3	太白元精
1903751000	9541071	036060004.sitem	105	10	神·麒麟角
1903751388	9935814	020001063.sitem	31	175	灵宠神兽·碎片
1903751388	9935814	020001078.sitem	1	2	赤炼神铁
1903751388	9935814	033060010.sitem	99	9	天火
1903751388	9935814	033120017.sitem	40	4	幻星晶魄
1903751388	9935814	034040013.sitem	2	2	九天玄铁
1903751388	9935814	034080014.sitem	1	45	太白元精
1903751388	9935814	035060006.sitem	22	2	圣·毕方之足
1903751388	9935814	036060007.sitem	1	500	神·玄武甲
1903751388	9942605	034040013.sitem	2	2	九天玄铁
1903751388	9942605	035060006.sitem	2	13	圣·毕方之足
1903751388	9945266	034040007.sitem	17	2	五色冰纨
1903751388	9945266	034040013.sitem	2	11	九天玄铁
1903751388	9945266	035060006.sitem	5	2	圣·毕方之足
1903752646	9578955	020001008.sitem	2	3600	喇叭
1903752646	9578955	020001053.sitem	849	29	重铸石·碎片
1903752646	9578955	020001063.sitem	200	2379	灵宠神兽·碎片
1903752646	9578955	020001069.sitem	49	6081	真气瓶·大（满）
1903752646	9578955	020001077.sitem	199	510	真言文典配方
1903752646	9578955	020001078.sitem	284	1806	赤炼神铁
1903752646	9578955	020001079.sitem	2974	1625	灵根叶鞘
1903752646	9578955	020001116.sitem	408	1488	神·玄武甲碎片
1903752646	9578955	020001117.sitem	127	612	神·白虎牙碎片
1903752646	9578955	030001009.sitem	19	885	高级空白技能书
1903752646	9578955	031001010.sitem	9	9	初级还童丹
1903752646	9578955	034040001.sitem	43	7858	天一真水
1903752646	9578955	034040007.sitem	1	59	五色冰纨
1903752646	9578955	034080003.sitem	30	5	烟罗神水
1903752646	9578955	034080014.sitem	3	6	太白元精
1903752646	9578955	034100010.sitem	115	13	天外陨星
1903752646	9578955	034120016.sitem	7	7	九极天璃
1903752646	9578955	035060001.sitem	773	2879	圣·玄女之泪
1903752646	9578955	035060006.sitem	466	2677	圣·毕方之足
1903752646	9578955	036060004.sitem	722	1703	神·麒麟角
1903752646	9578955	036060007.sitem	24	127	神·玄武甲
1903752646	9578955	036100008.sitem	27	56	神·白虎牙
1903752646	9578955	039001006.sitem	8	2	初级渐悟丹
1903752646	9578955	039004007.sitem	2	1000	中级顿悟丹
1903752646	9756383	020001069.sitem	43	5248	真气瓶·大（满）
1903752646	9756383	034080003.sitem	221	22	烟罗神水
1903752646	9756383	034080009.sitem	47	4	三千佛莲
1903752646	9756383	034120015.sitem	4	2	太乙精金
1903752646	9756383	035060006.sitem	51	133	圣·毕方之足
1903753201	9620234	020001053.sitem	127	14	重铸石·碎片
1903753201	9620234	020001063.sitem	139	553	灵宠神兽·碎片
1903753201	9620234	020001069.sitem	23	2760	真气瓶·大（满）
1903753201	9620234	020001077.sitem	126	1022	真言文典配方
1903753201	9620234	020001078.sitem	330	690	赤炼神铁
1903753201	9620234	020001079.sitem	2330	271	灵根叶鞘
1903753201	9620234	020001116.sitem	183	108	神·玄武甲碎片
1903753201	9620234	020001117.sitem	821	1022	神·白虎牙碎片
1903753201	9620234	030001009.sitem	21	620	高级空白技能书
1903753201	9620234	031001010.sitem	3	2	初级还童丹
1903753201	9620234	033120022.sitem	6	2	元磁精气
1903753201	9620234	033140009.sitem	297	27	红莲暖玉
1903753201	9620234	034040013.sitem	4	42	九天玄铁
1903753201	9620234	034080003.sitem	788	72	烟罗神水
1903753201	9620234	034080009.sitem	12	2	三千佛莲
1903753201	9620234	034080014.sitem	8	56	太白元精
1903753201	9620234	034100004.sitem	363	35	女娲骨血
1903753201	9620234	034100010.sitem	18	6	天外陨星
1903753201	9620234	034120015.sitem	20	16	太乙精金
1903753201	9620234	034120016.sitem	23	8	九极天璃
1903753201	9620234	035060001.sitem	858	78	圣·玄女之泪
1903753201	9620234	035060006.sitem	176	83	圣·毕方之足
1903753201	9620234	036060004.sitem	1096	1568	神·麒麟角
1903753201	9620234	036060007.sitem	17	530	神·玄武甲
1903753201	9620234	036100008.sitem	11	20	神·白虎牙
1903758266	9562043	033120013.sitem	2	277	六阳神火
1903758266	9562043	034040007.sitem	8	2	五色冰纨
1903758266	9562043	034040013.sitem	5	28	九天玄铁
1903758266	9562043	035060006.sitem	17	2	圣·毕方之足
1903758266	9562043	036060007.sitem	1	730	神·玄武甲
1903758266	9791218	020001063.sitem	21	28	灵宠神兽·碎片
1903758266	9791218	020001077.sitem	8	204	真言文典配方
1903758266	9791218	020001078.sitem	245	284	赤炼神铁
1903758266	9791218	020001079.sitem	1790	18	灵根叶鞘
1903758266	9791218	020001116.sitem	147	14	神·玄武甲碎片
1903758266	9791218	020001117.sitem	2	2	神·白虎牙碎片
1903758266	9791218	030001009.sitem	3	2	高级空白技能书
1903758266	9791218	034040013.sitem	2	2	九天玄铁
1903758266	9791218	034080003.sitem	594	54	烟罗神水
1903758266	9791218	034080009.sitem	119	11	三千佛莲
1903758266	9791218	034080014.sitem	1	2	太白元精
1903758266	9791218	034120015.sitem	4	4	太乙精金
1903758266	9791218	035060001.sitem	70	50	圣·玄女之泪
1903758266	9791218	035060006.sitem	534	64	圣·毕方之足
1903758266	9791218	036060004.sitem	893	817	神·麒麟角
1903758266	9791218	036060007.sitem	25	178	神·玄武甲
1903758266	9791218	036100008.sitem	7	8	神·白虎牙
1903762261	9578972	020001053.sitem	10	310	重铸石·碎片
1903762261	9578972	020001063.sitem	75	389	灵宠神兽·碎片
1903762261	9578972	020001069.sitem	16	1922	真气瓶·大（满）
1903762261	9578972	020001077.sitem	169	114	真言文典配方
1903762261	9578972	020001078.sitem	400	538	赤炼神铁
1903762261	9578972	020001079.sitem	1490	1086	灵根叶鞘
1903762261	9578972	020001116.sitem	490	1756	神·玄武甲碎片
1903762261	9578972	020001117.sitem	911	1546	神·白虎牙碎片
1903762261	9578972	030001009.sitem	85	2820	高级空白技能书
1903762261	9578972	033020001.sitem	36	10077	蛇纹石
1903762261	9578972	033140007.sitem	3	1800	天魔皇骨
1903762261	9578972	034040001.sitem	26	2220	天一真水
1903762261	9578972	034060002.sitem	99	9	大悲金水
1903762261	9578972	034060008.sitem	30	3	七煞玄阴
1903762261	9578972	034080003.sitem	514	47	烟罗神水
1903762261	9578972	034080009.sitem	20	2	三千佛莲
1903762261	9578972	034080014.sitem	15	2	太白元精
1903762261	9578972	034100004.sitem	90	9	女娲骨血
1903762261	9578972	034120015.sitem	22	6	太乙精金
1903762261	9578972	034120016.sitem	1	12	九极天璃
1903762261	9578972	035060001.sitem	199	818	圣·玄女之泪
1903762261	9578972	035060006.sitem	1012	722	圣·毕方之足
1903762261	9578972	036060004.sitem	981	921	神·麒麟角
1903762261	9578972	036060007.sitem	22	5133	神·玄武甲
1903762261	9578972	036100008.sitem	13	4014	神·白虎牙
1903762261	9578972	039004007.sitem	3	5	中级顿悟丹
1903764982	10113566	020001063.sitem	27	22	灵宠神兽·碎片
1903764982	10113566	020001077.sitem	10	5	真言文典配方
1903764982	10113566	020001078.sitem	212	72	赤炼神铁
1903764982	10113566	020001079.sitem	1845	27	灵根叶鞘
1903764982	10113566	020001116.sitem	171	21	神·玄武甲碎片
1903764982	10113566	034080014.sitem	2	2	太白元精
1903764982	10113566	035060006.sitem	261	422	圣·毕方之足
1903764982	10113566	036060004.sitem	440	424	神·麒麟角
1903764982	10113566	036060007.sitem	3	32	神·玄武甲
1903781636	9644220	020001063.sitem	44	7	灵宠神兽·碎片
1903781636	9644220	020001078.sitem	6	2	赤炼神铁
1903781636	9644220	020001079.sitem	241	1521	灵根叶鞘
1903781636	9644220	020001116.sitem	150	13	神·玄武甲碎片
1903781636	9644220	033120022.sitem	10	2	元磁精气
1903781636	9644220	034040001.sitem	50	5	天一真水
1903781636	9644220	034040013.sitem	4	9	九天玄铁
1903781636	9644220	034060008.sitem	10	2	七煞玄阴
1903781636	9644220	034080003.sitem	23	2	烟罗神水
1903781636	9644220	034080009.sitem	1	2	三千佛莲
1903781636	9644220	034080014.sitem	1	2	太白元精
1903781636	9644220	034120015.sitem	2	2	太乙精金
1903781636	9644220	035060006.sitem	307	134	圣·毕方之足
1903781636	9644220	036060004.sitem	45	5	神·麒麟角
1903781636	9644220	036060007.sitem	3	6	神·玄武甲
1903785309	9721950	035060006.sitem	5	20	圣·毕方之足
1903785309	9721950	036060004.sitem	15	2	神·麒麟角
1903786636	9661471	020001063.sitem	7	7	灵宠神兽·碎片
1903786636	9661471	033120006.sitem	45	4	流光镜玉
1903786636	9661471	035060006.sitem	83	29	圣·毕方之足
1903786880	9689083	020001053.sitem	45	5	重铸石·碎片
1903786880	9689083	020001063.sitem	85	40	灵宠神兽·碎片
1903786880	9689083	020001077.sitem	8	4	真言文典配方
1903786880	9689083	020001078.sitem	27	6	赤炼神铁
1903786880	9689083	020001079.sitem	237	7	灵根叶鞘
1903786880	9689083	020001116.sitem	259	218	神·玄武甲碎片
1903786880	9689083	020001117.sitem	179	4	神·白虎牙碎片
1903786880	9689083	033160015.sitem	1	87	阎王冥火
1903786880	9689083	034040001.sitem	198	18	天一真水
1903786880	9689083	034040013.sitem	8	108	九天玄铁
1903786880	9689083	034060008.sitem	10	2	七煞玄阴
1903786880	9689083	034080009.sitem	1	2000	三千佛莲
1903786880	9689083	034080014.sitem	7	34	太白元精
1903786880	9689083	034120015.sitem	5	2	太乙精金
1903786880	9689083	035060001.sitem	10	2	圣·玄女之泪
1903786880	9689083	035060006.sitem	560	75	圣·毕方之足
1903786880	9689083	036060004.sitem	245	29	神·麒麟角
1903786880	9689083	036060007.sitem	19	24	神·玄武甲
1903786880	9689083	036100008.sitem	3	4	神·白虎牙
1903786880	9734364	020001078.sitem	9	38	赤炼神铁
1903786880	9734364	034040001.sitem	1	15	天一真水
1903786880	9734364	034040013.sitem	1	5	九天玄铁
1903786880	9734364	034080014.sitem	2	17	太白元精
1903786880	9734364	034100004.sitem	2	95	女娲骨血
1903786880	9734364	035060006.sitem	13	13	圣·毕方之足
1903786893	9689081	020001063.sitem	159	186	灵宠神兽·碎片
1903786893	9689081	020001077.sitem	51	6	真言文典配方
1903786893	9689081	020001078.sitem	128	354	赤炼神铁
1903786893	9689081	020001079.sitem	311	160	灵根叶鞘
1903786893	9689081	020001116.sitem	279	798	神·玄武甲碎片
1903786893	9689081	020001117.sitem	443	738	神·白虎牙碎片
1903786893	9689081	033120006.sitem	50	5	流光镜玉
1903786893	9689081	033120017.sitem	23	4	幻星晶魄
1903786893	9689081	033120020.sitem	10	4	炽阳炎魄
1903786893	9689081	033140008.sitem	99	9	星辉冷玉
1903786893	9689081	034040001.sitem	100	11	天一真水
1903786893	9689081	034040007.sitem	32	3	五色冰纨
1903786893	9689081	034040013.sitem	3	4	九天玄铁
1903786893	9689081	034060002.sitem	40	4	大悲金水
1903786893	9689081	034080009.sitem	100	47	三千佛莲
1903786893	9689081	034080014.sitem	16	10	太白元精
1903786893	9689081	034100004.sitem	297	27	女娲骨血
1903786893	9689081	034100010.sitem	30	5	天外陨星
1903786893	9689081	034120015.sitem	20	2	太乙精金
1903786893	9689081	034120016.sitem	6	2	九极天璃
1903786893	9689081	035060001.sitem	990	90	圣·玄女之泪
1903786893	9689081	035060006.sitem	360	52	圣·毕方之足
1903786893	9689081	036060004.sitem	830	1613	神·麒麟角
1903786893	9689081	036060007.sitem	26	838	神·玄武甲
1903786893	9689081	036100008.sitem	5	14	神·白虎牙
1903786938	9689123	020001053.sitem	101	4	重铸石·碎片
1903786938	9689123	020001063.sitem	135	64	灵宠神兽·碎片
1903786938	9689123	020001077.sitem	11	4	真言文典配方
1903786938	9689123	020001078.sitem	104	54	赤炼神铁
1903786938	9689123	020001079.sitem	1	70	灵根叶鞘
1903786938	9689123	020001116.sitem	297	22	神·玄武甲碎片
1903786938	9689123	020001117.sitem	87	4	神·白虎牙碎片
1903786938	9689123	034040001.sitem	51	5	天一真水
1903786938	9689123	034080003.sitem	222	20	烟罗神水
1903786938	9689123	034080014.sitem	6	14	太白元精
1903786938	9689123	034100004.sitem	86	8	女娲骨血
1903786938	9689123	034100010.sitem	21	2	天外陨星
1903786938	9689123	034120015.sitem	8	2	太乙精金
1903786938	9689123	035060001.sitem	338	32	圣·玄女之泪
1903786938	9689123	035060006.sitem	256	448	圣·毕方之足
1903786938	9689123	036060004.sitem	502	61	神·麒麟角
1903786938	9689123	036060007.sitem	17	1170	神·玄武甲
1903786938	9735283	020001078.sitem	4	10	赤炼神铁
1903786938	9735283	035060006.sitem	14	46	圣·毕方之足
1903786938	9940221	035060006.sitem	6	48	圣·毕方之足
1903793748	9680852	020001063.sitem	2	20	灵宠神兽·碎片
1903793748	9680852	035060006.sitem	1	5	圣·毕方之足
1903793748	9683492	020001053.sitem	297	208	重铸石·碎片
1903793748	9683492	020001063.sitem	111	8671	灵宠神兽·碎片
1903793748	9683492	020001069.sitem	2	241	真气瓶·大（满）
1903793748	9683492	020001078.sitem	113	34	赤炼神铁
1903793748	9683492	020001079.sitem	397	5022	灵根叶鞘
1903793748	9683492	020001116.sitem	171	31	神·玄武甲碎片
1903793748	9683492	020001117.sitem	1560	5381	神·白虎牙碎片
1903793748	9683492	030001009.sitem	15	347	高级空白技能书
1903793748	9683492	033160016.sitem	2	5000	南明离火
1903793748	9683492	034040013.sitem	12	34	九天玄铁
1903793748	9683492	034080003.sitem	70	7	烟罗神水
1903793748	9683492	034080014.sitem	28	129	太白元精
1903793748	9683492	035060001.sitem	891	164	圣·玄女之泪
1903793748	9683492	035060006.sitem	511	12935	圣·毕方之足
1903793748	9683492	036060004.sitem	626	2091	神·麒麟角
1903793748	9683492	036060007.sitem	10	126	神·玄武甲
1903793748	9683492	036100008.sitem	9	126	神·白虎牙
1903793748	9898708	020001078.sitem	20	80	赤炼神铁
1903793748	9898708	034040001.sitem	33	3	天一真水
1903793748	9898708	034040013.sitem	2	2	九天玄铁
1903793748	9898708	035060006.sitem	36	241	圣·毕方之足
1903797014	9689090	020001063.sitem	11	49	灵宠神兽·碎片
1903797014	9689090	020001116.sitem	5	2	神·玄武甲碎片
1903797014	9689090	030001009.sitem	5	115	高级空白技能书
1903797014	9689090	033120013.sitem	18	2	六阳神火
1903797014	9689090	034060002.sitem	22	2	大悲金水
1903797014	9689090	034080014.sitem	7	70	太白元精
1903797014	9689090	035060001.sitem	99	9	圣·玄女之泪
1903797014	9689090	035060006.sitem	14	4	圣·毕方之足
1903797014	9689090	036060004.sitem	32	6	神·麒麟角
1903797895	9691526	020001053.sitem	20	2	重铸石·碎片
1903797895	9691526	020001063.sitem	82	413	灵宠神兽·碎片
1903797895	9691526	020001077.sitem	6	2	真言文典配方
1903797895	9691526	020001078.sitem	17	10	赤炼神铁
1903797895	9691526	020001116.sitem	100	10	神·玄武甲碎片
1903797895	9691526	020001117.sitem	42	6	神·白虎牙碎片
1903797895	9691526	030001009.sitem	14	154	高级空白技能书
1903797895	9691526	034040013.sitem	1	2	九天玄铁
1903797895	9691526	034080003.sitem	119	14	烟罗神水
1903797895	9691526	034080014.sitem	3	32	太白元精
1903797895	9691526	034120015.sitem	6	2	太乙精金
1903797895	9691526	035060001.sitem	198	18	圣·玄女之泪
1903797895	9691526	035060006.sitem	480	252	圣·毕方之足
1903797895	9691526	036060004.sitem	258	28	神·麒麟角
1903797895	9691526	036060007.sitem	13	4514	神·玄武甲
1903800240	9697408	020001053.sitem	38	6	重铸石·碎片
1903800240	9697408	020001063.sitem	250	1548	灵宠神兽·碎片
1903800240	9697408	020001068.sitem	1	60	真气瓶·中（满）
1903800240	9697408	020001077.sitem	184	290	真言文典配方
1903800240	9697408	020001078.sitem	353	1010	赤炼神铁
1903800240	9697408	020001079.sitem	3658	111	灵根叶鞘
1903800240	9697408	020001116.sitem	33	4	神·玄武甲碎片
1903800240	9697408	020001117.sitem	94	7	神·白虎牙碎片
