950354,9,1
951466,1,153001
952140,1,153005
952984,1,10
959293,2,10
959934,5,1
960451,19,146005
960469,16,247001
960744,1,51
962202,11,250001
962309,66,250001
962431,3,1
964646,2,51
964701,4,1
965030,8,1
967047,12,51
967487,28,250001
968302,9,1
973438,4,51
973810,2,51
973935,12,51
974420,7,1
980572,1,51
981833,3,1
984052,12,51
988390,5,240002
988562,22,51
988893,12,51
988909,1,1
989173,7,240002
992226,4,51
992794,6,153002
993569,12,51
993629,10,51
994600,13,51
995789,16,51
995806,4,1
996286,2,51
996813,1,51
997821,2,51
998274,5,51
999089,8,51
999759,7,10
999795,8,51
1000430,4,51
1000741,12,153005
1001087,7,51
1001238,3,51
1001256,2,51
1004695,7,241001
1005262,8,10
1005639,12,51
1005649,12,51
1005708,10,51
1006955,2,51
1006960,12,51
1007124,8,51
1007638,1,1
1008356,12,1
1008437,4,10
1008499,11,1
1008517,4,55
1008944,12,55
1009178,2,51
1009414,3,153005
1009721,2,10
1009984,2,247001
1010030,6,1
1010874,1,51
1010877,1,51
1010882,9,55
1014838,1,1
1015684,12,153005
1015842,1,51
1015897,4,55
1016016,1,55
1016039,12,55
1016212,12,55
1016312,3,55
1016729,12,55
1017114,3,55
1017964,63,55
1018175,25,55
1018420,2,51
1018667,5,51
1018958,12,250001
1019103,12,55
1021666,11,55
1022821,9,55
1022823,10,55
1022873,9,55
1024007,16,153005
1024312,5,55
1025050,12,55
1025314,1,55
1027364,13,247005
1028258,4,55
1030348,1,51
1030713,7,247001
1031277,3,55
1032535,8,51
1033673,1,1
1033965,11,55
1038686,12,55
1038687,14,55
1038898,12,55
1039054,2,153005
1039527,1,51
1039577,48,55
1039806,5,51
1039901,5,51
1041184,7,55
1041234,5,51
1042262,6,153005
1044138,3,51
1045621,14,55
1045803,4,241001
1046377,9,55
1048410,35,55
1049914,8,55
1052080,5,55
1053919,1,55
1054001,2,55
1054904,1,51
1056303,8,55
1057060,12,247001
1057078,3,55
1057180,13,55
1057623,84,55
1058007,1,1
1058023,1,1
1058210,3,55
1059217,11,55
1059253,1,55
1059326,3,55
1060825,8,153005
1060976,82,153002
1061777,17,153005
1062449,5,55
1063110,1,1
1063140,1,55
1063568,4,55
1064772,10,55
1064845,10,55
1067296,6,51
1067600,1,247005
1067782,11,55
1068140,1,247001
1069335,1,55
1069615,3,51
1072111,5,247001
1073295,9,55
1073307,7,1
1074694,2,55
1078367,4,55
1079841,29,65
1079846,12,65
1079898,16,65
1079899,12,65
1079951,12,65
1080185,12,65
1080210,12,65
1080639,2,65
1081353,6,65
1081365,4,65
1081435,23,65
1081580,12,55
1081797,12,1
1081937,11,65
1082616,2,55
1082818,6,1
1084297,16,65
1085371,24,65
1085453,21,65
1085454,12,65
1085506,10,65
1085847,5,65
1085869,6,240002
1085898,17,65
1086261,3,65
1086421,11,65
1086431,16,65
1087130,12,65
1087390,34,65
1088200,8,65
1088201,12,65
1088323,12,65
1088574,3,65
1088916,12,65
1089308,7,65
1089388,12,65
1089987,6,65
1091567,5,65
1091679,1,65
1092116,9,65
1092119,11,65
1092216,12,65
1092586,12,65
1093722,3,65
1094022,4,65
1094023,2,65
1094128,12,67
1094169,4,67
1094421,2,67
1094791,8,67
1094985,1,55
1095208,1,1
1095605,11,146001
1095775,10,65
1096179,8,65
1096397,4,67
1096432,2,65
1096501,3,65
1096672,9,55
1096777,1,65
1096798,14,67
1096880,4,67
1097327,8,68
1097430,1,68
1098247,1,68
1098289,9,55
1098305,8,1
1098662,2,68
1098709,6,65
1099377,8,68
1099463,6,68
1099871,4,68
1100336,2,55
1100547,12,247001
1101004,4,68
1101005,5,68
1101109,2,10
1101586,3,1
1103261,12,55
1103784,11,65
1104028,12,65
1104132,12,240001
1105093,3,70
1105101,1,70
1105111,6,70
1105112,12,70
1105114,8,70
1105168,12,70
1105248,14,70
1105294,12,70
1105496,2,70
1105654,1,70
1105737,4,70
1105775,1,70
1105960,15,1
1105995,12,70
1106038,2,70
1106057,26,70
1106111,12,70
1106112,5,70
1106293,15,70
1106295,10,70
1106532,1,55
1106761,5,1
1106852,12,65
1107183,11,1
1107448,11,65
1107452,10,65
1107936,7,70
1107950,2,65
1107974,6,55
1108014,3,65
1108232,8,71
1108291,8,71
1108296,8,71
1108392,30,250001
1108572,12,71
1108590,6,71
1108760,1,67
1109137,2,71
1109210,1,51
1109308,4,71
1109362,6,71
1109384,1,71
1109496,1,70
1109568,3,70
1109609,9,247005
1109746,4,71
1110148,7,65
1110293,4,10
1110299,3,71
1110981,3,72
1111181,12,67
1111229,4,72
1111320,5,72
1111450,2,72
1111713,12,72
1111795,1,70
1111899,2,65
1111900,1,65
1112370,1,55
1112392,121,65
1112553,5,71
1112763,12,72
1112975,2,71
1112999,12,72
1113079,5,51
1113168,7,72
1113742,2,72
1114039,7,153002
1114083,1,72
1114209,2,73
1114211,2,73
1114215,1,73
1114382,4,72
1114403,1,73
1114480,3,73
1114485,5,65
1114728,10,51
1115049,4,73
1115095,12,55
1115125,17,70
1115167,6,73
1115286,6,73
1115418,1,65
1115913,1,71
1115989,7,72
1116116,1,65
1116222,6,65
1116442,6,65
1116701,6,71
1117515,5,1
1117542,9,10
1117547,2,72
1118315,3,55
1118547,3,68
1118591,4,72
1118654,12,75
1118657,1,75
1118659,12,75
1118660,12,75
1118713,7,75
1119053,16,75
1119112,1,1
1119298,4,75
1119305,9,75
1119310,7,75
1119415,5,75
1119417,3,75
1119590,8,75
1119753,1,75
1119790,20,75
1119791,3,75
1119802,1,10
1119832,11,75
1119888,9,75
1120000,12,75
1120152,1,67
1120170,12,75
1120215,5,67
1120261,3,75
1120264,1,75
1120279,5,75
1120280,12,1
1120564,6,75
1120573,4,75
1120629,3,75
1120641,2,75
1120744,3,75
1120802,10,76
1120821,18,76
1120840,8,75
1120993,12,76
1121041,11,76
1121073,12,76
1121159,2,76
1121184,5,70
1121251,12,76
1121299,12,76
1121382,3,76
1121392,1,76
1121442,11,70
1121510,14,76
1121545,13,76
1121611,11,76
1121619,11,76
1121621,3,76
1121799,4,51
1121800,1,76
1121905,3,76
1121926,3,55
1121989,2,75
1122045,8,55
1122090,2,76
1122158,12,76
1122185,1,76
1122216,3,76
1122314,7,10
1122451,1,1
1122464,1,10
1122533,7,76
1122555,3,76
1122670,2,76
1122778,5,76
1122779,2,76
1122780,7,76
1122782,12,65
1122783,2,76
1122858,1,76
1122866,2,65
1122960,1,76
1122973,1,76
1123051,1,76
1123055,1,76
1123095,2,70
1123122,4,76
1123219,2,1
1123225,1,75
1123283,5,76
1123345,1,76
1123374,2,1
1123426,6,55
1123506,2,76
1123660,3,10
1123800,1,1
1123831,1,70
1123972,1,75
1124096,6,76
1124165,5,72
1124453,3,76
1124828,3,76
1124862,2,76
1125009,2,70
1125139,6,76
1125175,1,75
1125460,2,76
1125466,1,1
1125498,3,1
1125515,1,76
1125589,1,51
1125607,2,75
1125625,8,75
1125689,9,153005
1125825,2,76
1125946,1,76
1125954,5,75
1126323,8,51
1126359,4,247001
1126396,5,51
1126431,1,1
1126670,5,76
1126689,7,76
1126769,1,76
1127452,3,65
1127794,1,10
1128334,4,153005
1128564,5,247005
1129620,4,55
1130516,1,1
1130603,1,76
1130792,1,1
1130947,4,76
1132841,1,1
1132924,2,51
1132970,12,241001
1132991,2,76
1133182,2,67
1133372,2,1
1145912,4,153001
1149572,15,153005
1159736,10,153005
1165727,14,247005
1175048,12,146005
1177314,10,250001
1186271,1,153005
1193154,1,240001
1199870,25,247001
1200913,16,247005
1207780,6,153002
1216016,12,240002
1219592,40,146005
1221931,18,146005
1242439,12,153005
1245941,11,240002
1248217,10,153005
1248833,4,146002
1255652,13,240002
1268106,6,146002
1275503,12,153005
1286995,14,247005
1295060,2,153001
1296665,9,153001
1300496,13,240001
1301201,12,153005
1305999,12,241001
1315381,12,247001
1317716,7,146001
1319414,8,153002
1320909,51,241001
1322687,3,146002
1324438,7,153001
1328619,12,241001
1329165,11,146001
1335116,5,153005
1338946,12,153005
1342721,3,241001
1353647,10,250001
1360959,43,153007
1361374,21,153007
1361544,13,240002
1362832,11,153007
1363175,2,153007
1365883,12,241001
1367255,26,153007
1368777,3,153007
1374319,12,146002
1376575,9,153007
1386167,9,240002
1404426,11,153007
1405938,13,153002
1410566,12,250001
1413128,12,240002
1416324,4,250001
1419535,5,146002
1422965,11,153001
1432934,6,153007
1445176,18,153007
1448184,1,241001
1450029,6,241001
1457415,12,153007
1463102,11,247001
1465583,11,241001
1467465,12,240002
1472438,12,153001
1475205,29,153007
1476001,1,240001
1476418,1,247001
1491510,10,250001
1493365,12,241001
1495549,4,153007
1501939,2,240002
1505291,9,247001
1507528,2,250001
1514718,11,241001
1515406,15,250001
1517210,10,241001
1522976,3,240002
1523487,34,153007
1525379,4,250001
1525877,12,250001
1537996,1,247001
1541052,8,153007
1548139,12,250001
1549161,118,247005
1550652,12,153007
1551094,4,247005
1554127,14,241001
1556479,92,153007
1574119,2,241001
1576905,22,247005
1579205,21,153007
1589951,12,153007
1591176,3,153007
1593202,7,247005
1594195,9,240002
1596835,12,146002
1598836,14,250001
1608074,8,241001
1608465,3,240002
1608992,11,153001
1615625,12,153007
1616595,12,153002
1617947,13,153005
1618101,13,153007
1621470,5,241001
1626795,8,241001
1630817,12,153007
1632907,12,153007
1635576,11,153005
1636595,288,241001
1636727,48,153007
1639291,6,153001
1644821,2,240001
1647679,1,153001
1650257,12,153007
1652332,12,247005
1652465,6,153001
1652726,11,153007
1653179,1,153007
1660822,81,250001
1664749,14,153001
1666184,4,247005
1668170,12,153007
1670404,12,247005
1687288,31,153007
1687457,12,153007
1693432,1,241001
1695943,14,240001
1711056,10,247005
1716691,13,153007
1722021,11,250001
1722460,12,153001
1723125,1,240002
1725356,1,153007
1726966,4,247001
1728188,11,153007
1731105,2,153007
1735333,36,247001
1750394,12,250001
1753478,12,153002
1754796,12,153007
1755011,11,153007
1756262,25,250001
1758435,23,153007
1758863,10,153007
1759801,11,247005
1762828,6,153007
1765805,1,250001
1768705,6,153007
1770148,2,250001
1778215,15,241001
1778528,7,247005
1780592,12,250001
1781388,8,241001
1781859,36,153007
1785868,70,153007
1802106,10,247005
1804168,12,146005
1804950,3,153007
1813167,6,153007
1819338,70,240001
1820548,4,153007
1821474,1,241001
1821663,11,240002
1822079,1,250001
1822404,11,250001
1826935,12,153007
1830119,12,146005
1832289,57,250001
1834390,12,250001
1838807,7,153007
1839907,12,153007
1844081,12,146005
1844100,10,146005
1844890,37,146005
1849466,12,153007
1865790,16,153007
1866296,3,153002
1874783,12,146005
1880154,12,146005
1887287,2,240001
1894484,17,241001
1897149,11,250001
1899607,7,153002
1900051,12,250001
1900585,9,153007
1902141,6,153007
1903615,6,153002
1909835,5,153007
1911460,6,153001
1917541,6,250001
1921055,6,153009
1921490,2,153009
1921564,13,153009
1921788,11,153009
1923416,2,153009
1929848,10,153009
1931099,12,153009
1937404,7,153009
1938497,14,153007
1940086,12,153009
1941754,12,247005
1943323,1,146005
1943447,2,153005
1945250,13,153009
1949832,4,153009
1958809,1,153007
1962330,12,153007
1964825,23,153007
1968732,6,247001
1971873,6,153007
1975461,5,146005
1982009,12,153007
1987665,1,153009
1991635,2,247001
1993807,2,146005
1999111,17,153002
2009003,12,153007
2011527,11,153007
2012708,12,241001
2015745,3,146002
2021293,1,250001
2027155,13,146005
2028637,5,153001
2030291,6,240002
2032558,16,146005
2041032,11,153007
2046512,12,153007
2050270,2,250001
2051114,12,240002
2053169,2,247005
2062057,12,240002
2064454,33,153001
2065878,2,240002
2066314,10,241001
2068256,13,240002
2076428,12,247005
2076638,14,247005
2080533,131,247001
2082793,31,240001
2088157,1,153007
2092427,12,153007
2097663,12,247005
2122450,8,241001
2135558,1,247005
2135950,5,153009
2146423,30,153007
2152060,22,241001
2180624,12,241001
2191155,45,250001
2196346,13,153005
2197413,10,153009
2203310,12,153009
2207322,13,240002
2208515,10,153009
2214247,4,153007
2216778,11,240002
2219295,1,250001
2219479,9,153009
2219486,8,153009
2220268,3,247005
2223557,2,247005
2226376,10,153009
2235040,38,153009
2238079,31,153009
2238394,1,153001
2242203,12,153007
2242834,16,241001
2244856,2,241001
2244917,4,241001
2249691,43,146005
2251488,11,153009
2253055,5,153009
2253373,15,153009
2256299,2,241001
2258737,12,146005
2258916,42,146005
2264675,3,153007
2274661,3,153009
2275813,2,153009
2291285,2,153002
2293811,2,153009
2295997,43,153009
2299941,27,153009
2300453,8,153005
2301822,8,153009
2307698,10,153007
2322949,24,250001
2326884,11,153009
2330878,11,153005
2331826,19,146005
2335728,12,146005
2338777,46,153009
2349081,2,146005
2350835,9,146002
2353275,16,250001
2357502,33,247005
2371467,2,153002
2376304,16,146005
2377985,5,250001
2381052,9,153001
2394094,2,240002
2397581,8,241001
2401774,12,250001
2428020,11,146005
2433067,75,146005
2433450,12,153009
2435142,13,146005
2448120,16,153009
2449492,2,241001
2460554,12,247005
2460902,12,241001
2463324,7,153009
2464374,12,153009
2464681,3,153009
2467982,7,153009
2476847,3,241001
2481645,12,250001
2483615,11,153011
2483838,11,153011
2486822,12,146005
2490980,2,153011
2492523,11,153011
2493389,1,153009
2496159,11,250001
2500825,12,241001
2501385,5,153011
2509265,12,153009
2512866,23,153007
2514087,12,153009
2524965,12,153007
2530033,20,247005
2533726,12,240001
2536097,4,250001
2543240,12,153011
2551234,12,250001
2554409,3,146005
2563721,10,247005
2567913,260,247005
2572821,3,153009
2577498,12,153011
2585716,12,153011
2595795,1,153009
2598751,2,241001
2600873,12,153002
2606878,12,146005
2607345,14,241001
2608831,26,247005
2614088,317,247001
2614671,2,153002
2615020,10,247009
2616103,3,241001
2618748,20,241001
2620354,5,247005
2630072,1,247001
2635294,10,146005
2637027,12,241001
2638143,2,153011
2638949,4,240002
2639966,11,247009
2643454,35,247009
2643477,5,247009
2643515,6,153009
2661033,5,240002
2668245,12,153001
2670383,2,247001
2672198,22,240002
2672960,12,247005
2674068,24,247009
2677018,5,153001
2682543,8,153009
2685198,16,146002
2694757,1,240001
2696627,11,247009
2703643,12,153011
2704490,2,153001
2716184,12,153011
2720327,13,153011
2724984,6,250001
2725896,11,247009
2737164,1,153011
2740189,12,240002
2744693,12,153001
2746158,12,146002
2747538,6,240001
2748016,8,247009
2751600,8,153009
2760737,12,146001
2765070,13,153009
2765228,43,247009
2765373,10,247009
2767269,17,240001
2770899,31,240001
2771888,2,250001
2772466,11,153009
2776953,10,240001
2786307,13,250001
2787116,5,153009
2788170,4,153009
2790521,6,247009
2794872,4,153009
2814255,12,153009
2818464,12,146002
2844700,9,146005
2846856,11,247009
2848352,1,153009
2853840,164,247009
2863813,2,153007
2871993,12,153011
2874746,89,146001
2877858,10,153011
2878317,2,153009
2882197,4,240001
2885313,3,153009
2886907,7,146005
2895411,9,153011
2897884,2,241001
2901854,8,240001
2909949,2,241001
2910985,12,153009
2923609,11,153011
2950322,12,247009
2950485,5,250001
2960296,12,241001
2964488,118,247009
2965424,12,250001
2967130,12,250001
2968606,10,153007
2968876,1,153009
2971749,12,241001
2973052,10,153009
2976486,7,250001
2979451,2,153001
2979949,100,250001
2986770,11,153011
2998191,12,153009
2999340,10,153011
3000567,1,153002
3001263,4,153002
3001684,12,153011
3007825,6,153007
3012146,10,153011
3012175,1,153011
3020025,4,247009
3021865,12,241001
3022370,3,247001
3023195,2,153011
3024459,1,146005
3028353,45,247009
3030240,12,241001
3039314,4,153011
3050068,5,241001
3051437,8,247001
3056460,11,153011
3058664,16,250001
3059731,12,153009
3060327,12,247009
3062194,9,153007
3068696,9,247009
3073131,4,240002
3086933,5,153009
3090262,1,247009
3093755,10,247009
3097438,10,153002
3109427,2,153009
3111855,12,247005
3117480,2,153011
3119280,13,247009
3120855,26,250001
3127835,10,247009
3128886,7,153011
3130610,18,153009
3137889,5,153011
3140308,25,250001
3143122,10,247005
3152070,31,240002
3152961,10,153011
3153748,3,153009
3154263,94,247009
3154668,18,146005
3156038,1,153009
3159295,11,247005
3160768,12,153009
3164870,16,153005
3166973,2,247009
3167989,24,240001
3169165,1,250001
3186230,77,146001
3192671,1,247009
3197780,12,153009
3200477,22,153009
3201590,12,153009
3203402,12,241001
3204532,11,250001
3207390,27,250001
3224330,7,153011
3224493,23,153009
3231768,12,146001
3233968,11,153002
3234655,1,153009
3235161,8,153009
3254438,12,250001
3255004,7,247009
3255536,5,153011
3260191,9,153009
3266340,6,153011
3267338,11,146005
3272033,77,247009
3287833,12,247009
3288320,2,153011
3289711,1,241001
3298464,3,247005
3313772,2,250001
3318711,1,153011
3318773,4,153009
3320562,13,240001
3337490,37,146002
3337973,12,153007
3348539,10,247009
3354689,12,240002
3361747,11,247001
3362303,11,153002
3383011,16,153009
3384097,1,250001
3397737,11,153001
3399623,5,250001
3403218,12,250001
3407145,9,153009
3409908,7,153009
3416360,16,153011
3418656,12,250001
3419365,1,247001
3422342,7,153009
3428031,3,247001
3430846,12,146001
3435843,2,153007
3436230,88,247009
3442130,13,146005
3442162,352,247009
3442701,8,247009
3453697,6,153009
3454292,14,247009
3461658,10,153011
3464025,4,146005
3466284,83,247009
3469192,1,153011
3470089,9,146005
3478160,12,153009
3482255,16,153011
3483793,34,153009
3486578,12,146005
3493380,5,153001
3493405,12,153001
3493461,12,153001
3493864,12,153001
3494222,2,153001
3494240,12,153001
3494354,12,153001
3494394,1,153001
3494437,8,153001
3494543,20,153001
3495306,1,153001
3495501,28,153001
3495589,11,247009
3495736,2,153001
3497540,2,153001
3499127,12,153001
3501627,5,153007
3502678,12,153001
3502745,12,153001
3504461,69,153001
3505393,13,153001
3507207,12,153001
3507627,1,153001
3508712,12,153001
3510011,12,153001
3510224,12,250001
3511938,12,241001
3514382,13,247009
3518200,12,153001
3518703,1,153001
3520041,12,247009
3521077,12,247009
3522377,4,153007
3522515,12,240002
3525880,38,153009
3525982,12,153001
3526037,12,146005
3530851,3,153009
3539066,11,250001
3545522,1,153001
3546265,10,241001
3547647,1,153001
3550126,13,247009
3561101,1,247001
3565990,12,153001
3567734,11,250001
3567892,1,153001
3567894,13,250001
3568423,12,146005
3576713,1,153001
3576802,12,247009
3577043,1,241001
3582075,13,146005
3582331,5,247009
3585342,3,153009
3586199,12,153001
3586301,12,153001
3591127,1,247001
3592522,11,153011
3593681,1,153011
3594684,6,153009
3594978,1,153001
3597614,11,146005
3598059,18,250001
3608380,11,250001
3609899,7,146002
3614856,9,247009
3623985,3,241001
3624677,6,153001
3630205,2,247009
3634347,7,153001
3637566,49,153002
3637662,17,247009
3639581,1,153001
3656538,12,241001
3662894,13,146005
3665519,8,247009
3669866,1,247009
3671859,58,153011
3673980,12,146005
3680350,10,153001
3682789,12,250001
3683109,2,247001
3695015,9,247001
3696920,9,146005
3697088,11,146005
3703508,12,153007
3709212,11,247009
3709450,11,241001
3710453,2,247009
3716560,14,250001
3728453,1,146005
3731358,13,153001
3735293,4,146005
3739008,12,247005
3746277,12,240001
3753339,25,153001
3758274,5,153009
3764144,1,153011
3765481,1,153011
3765778,9,241001
3781175,2,153009
3783109,2,153001
3791279,9,146005
3791674,1,241001
3794315,4,153009
3796570,8,146005
3798066,1,247009
3804313,12,241001
3805750,12,153011
3811458,15,146005
3831285,12,250001
3835265,12,146005
3835298,6,241001
3839901,50,250001
3840620,26,241001
3844624,12,153001
3847841,8,153001
3853922,1,153009
3854471,12,247009
3858148,14,240001
3858569,7,250001
3861148,12,153009
3862900,1,146001
3871107,103,241001
3871960,11,153009
3872484,12,153009
3872749,1,153001
3875646,11,250001
3879120,8,241001
3888284,1,153001
3889093,11,240001
3892945,14,153011
3893692,10,153011
3893763,11,240001
3894834,21,247005
3899043,1,241001
3902220,89,153011
3902339,12,153001
3903794,13,250001
3905430,12,247005
3912785,16,153011
3914215,24,247009
3914802,2,247005
3920041,12,241001
3920158,80,247005
3935231,10,247005
3939911,27,247005
3940201,5,240001
3942963,74,247001
3954254,12,247005
3955475,12,247009
3961988,11,153001
3973412,7,153007
3974483,8,146001
3974683,16,247005
3975511,16,247009
3975543,2,247009
3978211,6,153005
3982505,8,250001
3983079,13,250001
3983632,14,241001
3984257,12,240001
3985282,1,153007
3989140,12,241001
3990993,4,146005
3993259,146,250001
3999686,12,153011
3999891,12,241001
4002695,12,247001
4008220,1,241001
4009476,12,250001
4024519,2,247005
4034216,6,153011
4036201,12,247001
4038668,11,153011
4039805,12,146002
4040781,4,146005
4044878,18,153009
4048259,39,247009
4048975,12,247005
4051487,1,240001
4053367,3,247009
4057866,1,146005
4059488,53,247009
4069339,13,240001
4070705,11,241001
4075138,14,241001
4077211,12,240001
4077941,11,146005
4079019,12,153001
4084704,9,153002
4086213,1,247009
4094446,2,153007
4097827,8,247009
4109450,12,247001
4112781,13,250001
4115670,3,250001
4116457,12,153011
4116771,8,250001
4121925,12,250001
4125297,9,153015
4125818,4,153015
4126045,69,153015
4127235,9,153015
4128832,9,146005
4128958,5,153015
4129065,35,153015
4130434,85,153015
4130649,5,247001
4131260,14,153015
4131642,12,153015
4132277,1,247001
4132483,10,153015
4132925,118,153015
4132950,38,153015
4135650,2,153005
4138471,11,153007
4140800,5,153015
4141906,1,153015
4144971,3,153015
4145618,21,247009
4147899,12,250001
4149511,12,153015
4150727,14,247001
4154096,12,247009
4154611,11,247009
4160064,13,146005
4167002,11,241001
4169021,4,153015
4175683,2,153009
4179794,1,153001
4184614,13,247005
4190137,10,153015
4192549,20,153015
4201831,11,146005
4202337,12,153011
4203883,6,146005
4216849,12,153015
4228700,4,153007
4232537,1,146005
4251524,3,247001
4256585,12,153015
4257579,1,250001
4262631,2,153015
4268690,8,153015
4271406,2,241001
4271498,12,247009
4272503,3,146005
