gateway_id	role_id	mount_level	immortal_level	immortal_star	evil_level	evil_star
146090	10114425	40	1	0	1	0
146090	10120439	40	1	0	1	0
146090	10246034	50	1	4	1	0
146090	10178763	55	1	0	1	0
146090	10294008	55	1	0	1	0
146090	10048828	58	1	1	1	0
146090	9959992	62	1	0	1	0
146090	9936283	67	1	0	1	0
146090	10027371	68	1	0	1	0
146090	9939765	70	1	0	1	0
146090	9939226	92	1	0	1	0
146090	9942460	92	3	3	1	2
146090	10034774	100	3	4	1	0
146090	10042997	100	4	1	1	0
146090	9958074	104	1	3	1	0
146090	9968469	105	1	2	1	0
146090	9936849	106	3	4	1	2
146090	9945079	116	5	3	1	0
146090	9941018	117	5	3	1	0
146090	9944210	117	4	5	1	0
146090	9946545	118	5	1	1	0
146090	9951404	118	5	2	1	0
146090	9934858	119	4	3	1	0
146090	9954187	119	5	3	1	0
146090	9955137	119	6	2	3	3
146090	9935593	120	6	3	1	0
146090	9936137	120	5	2	1	4
146090	9936490	120	5	3	1	2
146090	9950683	120	5	4	1	0
146090	9954450	120	7	4	2	4
146090	9961489	120	6	3	1	2
146090	9962797	120	5	5	1	0
146098	10182592	1	1	0	1	0
146098	10183256	1	1	0	1	0
146098	10183257	1	1	0	1	0
146098	10183258	1	1	0	1	0
146098	10183259	1	1	0	1	0
146098	10183260	1	1	0	1	0
146098	10183261	1	1	0	1	0
146098	10183262	1	1	0	1	0
146098	10183263	1	1	0	1	0
146098	10183264	1	1	0	1	0
146098	10183265	1	1	0	1	0
146098	10183266	1	1	0	1	0
146098	10183267	1	1	0	1	0
146098	10183272	1	1	0	1	0
146098	10183273	1	1	0	1	0
146098	10183274	1	1	0	1	0
146098	10183275	1	1	0	1	0
146098	10183276	1	1	0	1	0
146098	10183278	1	1	0	1	0
146098	10183279	1	1	0	1	0
146098	10183281	1	1	0	1	0
146098	10183283	1	1	0	1	0
146098	10183284	1	1	0	1	0
146098	10183285	1	1	0	1	0
146098	10183286	1	1	0	1	0
146098	10183366	1	1	0	1	0
146098	10186377	1	1	0	1	0
146098	10188116	1	1	0	1	0
146098	10189325	1	1	0	1	0
146098	10191979	1	1	0	1	0
146098	10196662	1	1	0	1	0
146098	10199818	1	1	0	1	0
146098	10287855	1	1	0	1	0
146098	10474724	1	1	0	1	0
146098	10484327	1	1	0	1	0
146098	10516988	1	1	0	1	0
146098	10575173	1	1	0	1	0
146098	10555063	6	1	0	1	0
146098	10205137	7	1	0	1	2
146098	10446149	7	1	0	1	0
146098	10559384	8	1	0	1	0
146098	10510878	9	1	0	1	0
146098	10187257	10	1	0	1	0
146098	10445371	14	1	0	1	0
146098	10204892	17	1	1	1	0
146098	10197118	18	1	0	1	0
146098	10445462	19	1	0	1	0
146098	10243547	35	1	0	1	0
146098	10207978	40	1	4	1	0
146098	10487023	40	1	0	1	0
146098	10445781	49	1	0	1	0
146098	10211249	56	1	0	1	0
146098	10182609	70	5	4	2	4
146098	10189585	70	1	0	1	0
146098	10193889	70	1	2	1	0
146098	10200830	70	1	3	1	2
146098	10429399	70	1	0	1	0
146098	10248970	75	1	0	1	0
146098	10190989	88	1	1	1	0
146098	10208366	88	2	4	1	2
146098	10183214	89	1	5	1	0
146098	10192342	90	2	2	1	0
146098	10198700	92	1	5	1	0
146098	10259195	95	3	0	1	3
146098	10187377	99	2	4	1	0
146098	10182399	100	5	0	1	0
146098	10182511	100	5	1	3	4
146098	10182872	100	5	1	1	0
146098	10182948	100	3	3	1	0
146098	10184467	100	3	5	1	0
146098	10186427	100	2	4	1	0
146098	10187334	100	5	0	1	0
146098	10203300	100	5	0	2	2
146098	10205805	100	3	4	1	0
146098	10229151	100	5	4	1	4
146098	10231140	100	7	3	1	0
146098	10185753	110	5	3	1	3
146102	10272318	1	1	0	1	0
146102	10272319	1	1	0	1	0
146102	10272320	1	1	0	1	0
146102	10272321	1	1	0	1	0
146102	10272322	1	1	0	1	0
146102	10272323	1	1	0	1	0
146102	10272324	1	1	0	1	0
146102	10272325	1	1	0	1	0
146102	10272326	1	1	0	1	0
146102	10272327	1	1	0	1	0
146102	10272328	1	1	0	1	0
146102	10272329	1	1	0	1	0
146102	10272330	1	1	0	1	0
146102	10272331	1	1	0	1	0
146102	10272333	1	1	0	1	0
146102	10272334	1	1	0	1	0
146102	10272335	1	1	0	1	0
146102	10272336	1	1	0	1	0
146102	10272337	1	1	0	1	0
146102	10272338	1	1	0	1	0
146102	10272339	1	1	0	1	0
146102	10272340	1	1	0	1	0
146102	10272342	1	1	0	1	0
146102	10272345	1	1	0	1	0
146102	10281836	1	1	0	1	0
146102	10285400	1	1	0	1	0
146102	10290456	1	1	0	1	0
146102	10293466	1	1	0	1	0
146102	10295943	1	1	0	1	0
146102	10303705	1	1	0	1	0
146102	10335628	1	1	0	1	0
146102	10342530	1	1	0	1	0
146102	10342927	1	1	1	1	0
146102	10368999	1	1	0	1	0
146102	10483521	1	1	0	1	0
146102	10583436	1	1	0	1	0
146102	10583638	1	1	0	1	0
146102	10584128	1	1	0	1	0
146102	10372101	2	1	0	1	0
146102	10274067	3	1	0	1	0
146102	10569178	5	1	0	1	0
146102	10274745	6	1	0	1	0
146102	10576519	6	1	0	1	0
146102	10287635	7	1	0	1	0
146102	10352739	8	1	0	1	0
146102	10273717	9	1	0	1	0
146102	10286137	9	1	0	1	0
146102	10335615	9	1	0	1	0
146102	10335796	9	1	0	1	0
146102	10335795	10	1	0	1	0
146102	10278021	11	1	3	1	3
146102	10283008	12	1	0	1	0
146102	10514466	12	1	0	1	0
146102	10390673	14	1	0	1	0
146102	10335367	15	1	0	1	0
146102	10361041	15	1	0	1	0
146102	10531730	15	1	0	1	0
146102	10335961	16	1	0	1	0
146102	10397439	16	1	0	1	0
146102	10335368	18	1	0	1	0
146102	10335960	18	1	0	1	0
146102	10563016	18	1	0	1	0
146102	10563511	20	1	0	1	0
146102	10351192	21	1	0	1	0
146102	10572930	31	1	0	1	0
146102	10278931	37	1	1	1	0
146102	10276579	40	1	0	1	0
146102	10292759	40	1	0	1	0
146102	10281681	42	1	5	1	0
146102	10407433	42	1	0	1	0
146102	10351105	43	1	0	1	0
146102	10272027	50	1	0	1	0
146102	10351112	50	1	0	1	0
146102	10323819	60	1	0	1	0
146102	10297844	64	1	0	1	0
146102	10275466	70	1	0	1	0
146102	10283621	70	1	3	1	0
146102	10286316	70	1	1	1	0
146102	10291593	70	1	0	1	0
146102	10293136	70	1	0	1	0
146102	10472485	70	1	0	1	0
146102	10272909	75	1	2	1	0
146102	10273182	78	2	1	1	0
146102	10325456	79	1	0	1	0
146102	10278539	80	1	0	1	0
146102	10272002	81	2	3	3	3
146102	10276655	82	2	2	1	0
146102	10278566	82	1	1	1	0
146102	10272959	84	1	3	1	0
146102	10278005	84	1	5	1	2
146102	10291897	84	1	3	1	0
146102	10272173	85	1	4	1	0
146102	10275658	85	1	3	1	0
146102	10286962	86	2	2	1	0
146102	10274840	88	2	5	1	1
146102	10280686	88	1	1	1	0
146102	10340837	88	4	3	1	0
146102	10273873	89	2	1	1	0
146102	10287134	89	2	3	1	0
146102	10274717	90	3	1	1	0
146102	10272256	91	3	1	1	2
146102	10273220	92	2	4	1	0
146102	10275633	92	1	5	1	3
146102	10277895	92	2	4	1	0
146102	10282798	92	1	4	1	0
146102	10273262	94	2	1	1	0
146102	10272522	95	2	5	1	0
146102	10277920	95	3	5	1	0
146102	10272275	96	3	4	2	2
146102	10277354	96	5	4	1	1
146102	10271982	97	4	1	1	0
146102	10272263	97	3	1	1	4
146102	10276631	97	3	2	1	0
146102	10285288	98	5	1	1	0
146102	10273396	100	6	1	2	4
146102	10276347	100	3	4	1	1
146102	10276354	100	4	4	1	2
146102	10276382	100	3	2	1	0
146102	10291137	100	5	0	5	2
146107	10386081	1	1	0	1	0
146107	10387776	1	1	0	1	0
146107	10387777	1	1	0	1	0
146107	10387778	1	1	0	1	0
146107	10387779	1	1	0	1	0
146107	10387782	1	1	0	1	0
146107	10387783	1	1	0	1	0
146107	10387784	1	1	0	1	0
146107	10387785	1	1	0	1	0
146107	10387787	1	1	0	1	0
146107	10387788	1	1	0	1	0
146107	10387789	1	1	0	1	0
146107	10387790	1	1	0	1	0
146107	10387989	1	1	0	1	0
146107	10387990	1	1	0	1	0
146107	10387991	1	1	0	1	0
146107	10387993	1	1	0	1	0
146107	10387995	1	1	0	1	0
146107	10387996	1	1	0	1	0
146107	10387997	1	1	0	1	0
146107	10387998	1	1	0	1	0
146107	10387999	1	1	0	1	0
146107	10388000	1	1	0	1	0
146107	10388001	1	1	0	1	0
146107	10388002	1	1	0	1	0
146107	10388245	1	1	0	1	0
146107	10397271	1	1	0	1	0
146107	10403233	1	1	0	1	0
146107	10412198	1	1	0	1	0
146107	10412645	1	1	0	1	0
146107	10418040	1	1	0	1	0
146107	10421561	1	1	0	1	0
146107	10424939	1	1	0	1	0
146107	10427591	1	1	0	1	0
146107	10429107	1	1	0	1	0
146107	10429110	1	1	0	1	0
146107	10429362	1	1	0	1	0
146107	10430142	1	1	0	1	0
146107	10436935	1	1	0	1	0
146107	10437440	1	1	0	1	0
146107	10443718	1	1	0	1	0
146107	10452911	1	1	0	1	0
146107	10464811	1	1	0	1	0
146107	10467011	1	1	0	1	0
146107	10467367	1	1	0	1	0
146107	10474107	1	1	0	1	0
146107	10481236	1	1	0	1	0
146107	10499369	1	1	0	1	0
146107	10518224	1	1	0	1	0
146107	10518313	1	1	0	1	0
146107	10529037	1	1	0	1	0
146107	10529758	1	1	0	1	0
146107	10536907	1	1	0	1	0
146107	10551581	1	1	0	1	0
146107	10558346	1	1	0	1	0
146107	10567403	1	1	0	1	0
146107	10569217	1	1	0	1	0
146107	10575182	1	1	0	1	0
146107	10583406	1	1	0	1	0
146107	10585733	1	1	0	1	0
146107	10586952	1	1	0	1	0
146107	10588299	1	1	0	1	0
146107	10588503	1	1	0	1	0
146107	10483054	2	1	0	1	0
146107	10408806	6	1	0	1	0
146107	10501864	6	1	0	1	0
146107	10561220	6	1	0	1	0
146107	10571776	6	1	0	1	0
146107	10389588	8	1	0	1	0
146107	10531457	9	1	0	1	0
146107	10449934	10	1	0	1	0
146107	10500924	15	1	0	1	0
146107	10558835	17	1	0	1	0
146107	10566379	19	1	3	1	0
146107	10426862	20	1	0	1	0
146107	10474521	20	1	0	1	0
146107	10443018	21	1	1	1	0
146107	10558928	25	1	0	1	0
146107	10499774	27	1	0	1	0
146107	10514752	29	1	0	1	0
146107	10385719	30	1	0	1	0
146107	10388862	36	1	1	1	0
146107	10429959	39	1	0	1	0
146107	10446953	39	1	0	1	0
146107	10397345	40	1	1	1	0
146107	10441186	40	1	2	1	0
146107	10551407	40	1	1	1	0
146107	10386698	45	1	0	1	0
146107	10396860	45	1	2	1	0
146107	10383520	46	1	1	1	0
146107	10409644	48	1	0	1	0
146107	10434802	49	1	0	1	0
146107	10386661	53	1	0	1	0
146107	10387518	53	1	0	1	0
146107	10453475	54	1	0	1	0
146107	10410791	55	1	1	1	0
146107	10497101	56	1	2	1	0
146107	10439890	57	1	4	1	0
146107	10408782	58	1	0	1	0
146107	10477908	59	2	3	1	0
146107	10449322	62	2	0	1	0
146107	10416994	64	2	3	1	0
146107	10403659	66	1	0	1	0
146107	10421738	66	2	0	1	0
146107	10387585	67	2	0	1	0
146107	10404751	68	1	0	1	0
146107	10383485	70	2	4	1	0
146107	10383522	70	4	0	2	0
146107	10384935	70	3	4	1	0
146107	10386224	70	3	5	1	0
146107	10389373	70	6	1	1	2
146107	10391663	70	4	3	1	2
146107	10391882	70	2	3	1	0
146107	10410822	70	2	4	1	0
146107	10418448	70	2	2	1	5
146107	10421256	70	1	1	1	0
146107	10436072	70	3	3	1	0
146107	10408554	77	2	4	1	0
146107	10404641	80	3	3	1	0
146107	10383525	88	4	1	1	0
146111	10527054	1	1	0	1	0
146111	10527254	1	1	1	1	0
146111	10527674	1	1	1	1	0
146111	10527721	1	1	0	1	0
146111	10527751	1	1	0	1	0
146111	10527752	1	1	0	1	0
146111	10527753	1	1	0	1	0
146111	10527755	1	1	0	1	0
146111	10527757	1	1	0	1	0
146111	10527759	1	1	0	1	0
146111	10527760	1	1	0	1	0
146111	10527761	1	1	0	1	0
146111	10527763	1	1	0	1	0
146111	10527767	1	1	0	1	0
146111	10527768	1	1	0	1	0
146111	10527769	1	1	0	1	0
146111	10527781	1	1	0	1	0
146111	10527782	1	1	0	1	0
146111	10527783	1	1	0	1	0
146111	10527784	1	1	0	1	0
146111	10527785	1	1	0	1	0
146111	10527786	1	1	0	1	0
146111	10527787	1	1	0	1	0
146111	10527788	1	1	0	1	0
146111	10527789	1	1	0	1	0
146111	10527790	1	1	0	1	0
146111	10527791	1	1	0	1	0
146111	10527792	1	1	0	1	0
146111	10528178	1	1	0	1	0
146111	10528448	1	1	0	1	0
146111	10528554	1	1	0	1	0
146111	10528784	1	1	0	1	0
146111	10530885	1	1	0	1	0
146111	10531796	1	1	0	1	0
146111	10531883	1	1	0	1	0
146111	10532248	1	1	0	1	0
146111	10533017	1	1	0	1	0
146111	10533465	1	1	0	1	0
146111	10533548	1	1	0	1	0
146111	10536762	1	1	0	1	0
146111	10537133	1	1	0	1	0
146111	10537493	1	1	0	1	0
146111	10537679	1	1	0	1	0
146111	10540320	1	1	0	1	0
146111	10540921	1	1	0	1	0
146111	10540999	1	1	0	1	0
146111	10541370	1	1	0	1	0
146111	10541460	1	1	0	1	0
146111	10541586	1	1	0	1	0
146111	10542463	1	1	0	1	0
146111	10542590	1	1	0	1	0
146111	10542952	1	1	0	1	0
146111	10543287	1	1	0	1	0
146111	10543365	1	1	0	1	0
146111	10543590	1	1	0	1	0
146111	10544384	1	1	0	1	0
146111	10544716	1	1	0	1	0
146111	10545056	1	1	0	1	0
146111	10545500	1	1	0	1	0
146111	10546281	1	1	0	1	0
146111	10546823	1	1	1	1	0
146111	10546851	1	1	0	1	0
146111	10547485	1	1	0	1	0
146111	10548016	1	1	0	1	0
146111	10548475	1	1	0	1	0
146111	10548599	1	1	0	1	0
146111	10548999	1	1	0	1	0
146111	10549101	1	1	0	1	0
146111	10549478	1	1	0	1	0
146111	10550170	1	1	0	1	0
146111	10550365	1	1	0	1	0
146111	10550762	1	1	0	1	0
146111	10551823	1	1	0	1	0
146111	10551946	1	1	0	1	0
146111	10552846	1	1	0	1	0
146111	10553762	1	1	0	1	0
146111	10554235	1	1	0	1	0
146111	10554417	1	1	0	1	0
146111	10554549	1	1	0	1	0
146111	10554594	1	1	0	1	0
146111	10554889	1	1	0	1	0
146111	10555251	1	1	0	1	0
146111	10555357	1	1	0	1	0
146111	10555414	1	1	0	1	0
146111	10556153	1	1	0	1	0
146111	10556222	1	1	0	1	0
146111	10556349	1	1	0	1	0
146111	10557601	1	1	0	1	0
146111	10558761	1	1	0	1	0
146111	10559025	1	1	0	1	0
146111	10563128	1	1	0	1	0
146111	10565156	1	1	0	1	0
146111	10570298	1	1	0	1	0
146111	10572694	1	1	0	1	0
146111	10577420	1	1	0	1	0
146111	10584417	1	1	0	1	0
146111	10587070	1	1	0	1	0
146111	10528060	2	1	0	1	0
146111	10533748	2	1	0	1	0
146111	10538415	2	1	0	1	0
146111	10538581	2	1	0	1	0
146111	10547045	2	1	0	1	0
146111	10549549	2	1	0	1	0
146111	10550872	2	1	0	1	0
146111	10556452	3	1	0	1	0
146111	10529429	4	1	0	1	0
146111	10555034	6	1	0	1	0
146111	10531951	7	1	0	1	0
146111	10564993	7	1	0	1	0
146111	10531956	8	1	0	1	0
146111	10547721	8	1	0	1	0
146111	10550634	8	1	0	1	0
146111	10556351	8	1	0	1	0
146111	10562913	8	1	0	1	0
146111	10562982	8	1	0	1	0
146111	10544930	9	1	0	1	0
146111	10526838	10	1	0	1	0
146111	10555027	10	1	0	1	0
146111	10531439	11	1	0	1	0
146111	10572104	11	1	0	1	0
146111	10531985	14	1	0	1	0
146111	10533113	15	1	0	1	0
146111	10541260	15	1	0	1	0
146111	10578125	15	1	0	1	0
146111	10542237	17	1	0	1	0
146111	10541425	18	1	0	1	0
146111	10553179	18	1	0	1	0
146111	10534927	20	1	0	1	0
146111	10536039	20	1	0	1	0
146111	10580351	20	1	1	1	0
146111	10538308	21	1	0	1	0
146111	10542531	21	1	0	1	0
146111	10542052	23	1	0	1	0
146111	10528678	24	1	1	1	0
146111	10550887	25	1	0	1	0
146111	10563880	25	1	0	1	0
146111	10563416	28	1	0	1	0
146111	10532079	30	1	0	1	0
146111	10550857	30	1	0	1	0
146111	10527068	31	1	2	1	0
146111	10532788	32	1	0	1	0
146111	10539908	32	1	2	1	0
146111	10563498	32	1	1	1	0
146111	10532674	33	1	1	1	0
146111	10558146	33	1	0	1	0
146111	10529039	34	1	0	1	0
146111	10529501	34	1	0	1	0
146111	10545196	35	1	1	1	0
146111	10546795	35	1	0	1	0
146111	10528462	36	1	0	1	0
146111	10547514	37	1	1	1	0
146111	10552059	38	1	0	1	0
146111	10526687	39	1	1	1	0
146111	10546477	40	1	1	1	0
146111	10546619	40	1	1	1	0
146111	10527560	41	1	0	1	0
146111	10547265	42	1	1	1	0
146111	10527543	44	2	0	1	0
146111	10534047	44	1	1	1	0
146111	10527380	45	1	0	1	0
146111	10546142	45	2	0	1	0
146111	10559573	45	1	5	1	0
146111	10530745	46	1	4	1	0
146111	10531678	46	1	3	2	2
146111	10550778	46	2	0	1	0
146111	10541804	48	2	1	1	0
146111	10554840	50	2	1	1	0
146111	10530508	51	1	5	1	0
146111	10527423	52	2	2	1	0
146111	10538564	53	1	4	2	1
146111	10536025	54	2	3	1	0
146111	10541309	54	1	2	1	0
146111	10526997	55	3	3	1	1
146111	10529070	55	1	2	1	0
146111	10526662	60	2	4	1	2
146111	10535696	60	2	4	1	1
153087	9794256	1	1	0	1	0
153087	9816985	1	1	0	1	0
153087	9823993	1	1	0	1	0
153087	9849531	1	1	0	1	0
153087	9849532	1	1	0	1	0
153087	9849777	1	1	0	1	0
153087	9850073	1	1	0	1	0
153087	9860822	1	1	0	1	0
153087	9934659	1	1	0	1	0
153087	9937367	1	1	0	1	0
153087	10109196	1	1	0	1	0
153087	10208049	1	1	0	1	0
153087	10291015	1	1	0	1	0
153087	10352725	1	1	0	1	0
153087	10565521	1	1	0	1	0
153087	9862009	4	1	0	1	0
153087	9824772	14	1	0	1	0
153087	10256329	14	1	0	1	0
153087	9849305	24	1	0	1	0
153087	9804681	25	1	1	1	0
153087	9849719	29	1	1	1	0
153087	9794619	35	1	0	1	0
153087	9820671	40	1	1	1	0
153087	9957907	40	1	0	1	0
153087	10439698	42	1	0	1	0
153087	9888012	51	1	0	1	0
153087	9949723	51	1	0	1	0
153087	9877005	52	1	0	1	0
153087	9852040	55	1	0	1	0
153087	10180898	63	1	0	1	0
153087	9849196	65	1	0	1	0
153087	9846746	66	1	1	1	0
153087	10265501	69	1	0	1	0
153087	10077064	70	1	0	1	0
153087	10087585	70	1	0	1	0
153087	9846232	73	1	0	1	0
153087	9934878	74	1	0	1	0
153087	9881348	75	1	1	1	0
153087	9828417	77	1	5	1	0
153087	10087697	77	1	0	1	0
153087	9942249	81	1	0	1	0
153087	9813124	83	1	0	1	0
153087	9942603	86	1	0	1	0
153087	9873360	87	1	0	1	0
153087	9825443	89	1	0	1	0
153087	9883563	90	2	0	1	0
153087	9823828	94	1	0	1	0
153087	9876687	94	1	0	1	0
153087	9830152	96	1	0	1	0
153087	9830212	97	1	0	1	0
153087	9790969	100	3	1	1	0
153087	9792273	100	6	0	1	0
153087	9812487	100	3	3	1	0
153087	9825641	100	1	0	1	0
153087	9830503	100	2	4	1	0
153087	9831934	100	1	0	1	0
153087	9835221	100	3	1	1	0
153087	9844994	100	2	3	1	0
153087	9861210	100	2	3	1	0
153087	9865863	100	2	3	1	1
153087	9877398	100	1	0	1	0
153087	9883797	100	1	0	1	0
153087	9825639	106	1	0	1	0
153087	9791000	108	2	4	1	0
153087	9825508	108	1	3	1	0
153087	9926503	110	1	1	1	0
153087	9928707	111	1	2	1	0
153087	9791511	112	4	1	1	0
153087	9792239	112	3	2	1	0
153087	9796128	112	1	0	1	0
153087	9850410	112	5	2	1	0
153087	9794294	114	4	3	1	1
153087	9826892	115	1	1	1	0
153087	9842273	115	1	0	1	0
153087	9827227	116	1	5	1	0
153087	9848920	116	3	1	1	0
153087	9832267	117	3	0	1	0
153087	9825901	118	1	2	1	0
153087	9881722	118	3	0	1	0
153087	9821766	119	5	2	1	0
153087	9821954	119	6	1	1	0
153087	9831244	119	4	2	1	0
153087	9791510	120	4	0	1	0
153087	9792608	120	4	4	1	0
153087	9794375	120	5	3	1	0
153087	9797162	120	5	3	1	0
153087	9800437	120	5	3	1	0
153087	9802195	120	3	1	1	0
