gateway_id	mount_level	player_count
146062	117	2
146062	119	2
146062	120	66
146062	124	2
146062	128	2
146062	130	2
146062	131	10
146062	132	12
146062	133	14
146062	134	2
146070	1	142
146070	2	2
146070	3	2
146070	10	2
146070	13	2
146070	27	2
146070	29	4
146070	36	4
146070	37	2
146070	39	2
146070	40	8
146070	48	4
146070	49	2
146070	50	6
146070	55	2
146070	61	2
146070	65	2
146070	70	8
146070	76	2
146070	78	4
146070	84	2
146070	85	4
146070	87	2
146070	90	4
146070	94	2
146070	95	2
146070	100	12
146070	112	4
146070	113	4
146070	115	2
146070	117	4
146070	118	2
146070	119	6
146070	120	70
146070	126	2
146070	132	2
146070	133	6
146072	1	72
146072	2	2
146072	8	2
146072	13	2
146072	16	2
146072	25	4
146072	34	2
146072	35	2
146072	37	2
146072	38	8
146072	39	4
146072	40	26
146072	67	2
146072	70	8
146072	74	2
146072	79	2
146072	82	2
146072	83	2
146072	85	2
146072	87	2
146072	93	2
146072	100	10
146072	104	4
146072	109	2
146072	110	4
146072	114	2
146072	118	4
146072	120	48
146072	131	4
146072	132	4
146075	1	52
146075	2	4
146075	3	2
146075	4	2
146075	5	2
146075	9	2
146075	11	2
146075	13	2
146075	17	2
146075	27	2
146075	33	2
146075	39	2
146075	40	2
146075	45	2
146075	57	2
146075	60	2
146075	62	2
146075	68	2
146075	70	12
146075	72	2
146075	74	2
146075	79	2
146075	80	2
146075	89	4
146075	91	2
146075	92	4
146075	95	4
146075	96	2
146075	98	4
146075	99	2
146075	100	12
146075	104	4
146075	108	2
146075	109	2
146075	110	6
146075	111	4
146075	112	6
146075	114	2
146075	115	2
146075	117	6
146075	118	2
146075	119	2
146075	120	86
146075	128	2
146075	134	2
146077	1	22
146077	2	2
146077	4	2
146077	17	2
146077	31	2
146077	40	2
146077	56	2
146077	60	2
146077	67	4
146077	69	2
146077	70	14
146077	74	2
146077	83	2
146077	86	2
146077	89	2
146077	99	2
146077	100	8
146077	102	4
146077	113	2
146077	115	2
146077	120	62
146082	1	278
146082	2	2
146082	4	2
146082	11	2
146082	19	2
146082	23	2
146082	24	2
146082	27	2
146082	32	2
146082	40	6
146082	42	2
146082	53	2
146082	62	2
146082	70	14
146082	72	4
146082	73	2
146082	76	2
146082	81	2
146082	85	2
146082	86	6
146082	87	2
146082	95	4
146082	97	2
146082	100	8
146082	109	2
146082	110	4
146082	111	6
146082	112	2
146082	114	2
146082	115	2
146082	117	4
146082	119	4
146082	120	78
146086	1	68
146086	6	2
146086	11	2
146086	22	2
146086	30	2
146086	37	2
146086	40	2
146086	43	2
146086	50	2
146086	58	2
146086	65	2
146086	70	4
146086	74	2
146086	95	2
146086	97	2
146086	100	14
146086	105	2
146086	109	2
146086	110	2
146086	112	2
146086	113	2
146086	116	4
146086	117	6
146086	119	2
146086	120	44
146088	1	82
146088	5	2
146088	9	2
146088	11	2
146088	15	4
146088	23	2
146088	24	2
146088	30	2
146088	36	2
146088	39	2
146088	40	6
146088	44	2
146088	46	2
146088	48	2
146088	53	2
146088	56	2
146088	58	2
146088	59	2
146088	60	2
146088	62	2
146088	65	2
146088	68	2
146088	70	12
146088	73	2
146088	74	2
146088	76	2
146088	80	2
146088	81	2
146088	84	2
146088	88	2
146088	89	2
146088	91	2
146088	94	2
146088	96	2
146088	100	8
146088	103	2
146088	108	2
146088	110	2
146088	113	2
146088	115	8
146088	116	2
146088	117	2
146088	118	4
146088	119	4
146088	120	38
146089	1	214
146089	2	8
146089	7	2
146089	8	2
146089	12	4
146089	14	2
146089	15	2
146089	19	2
146089	20	2
146089	25	2
146089	26	2
146089	34	2
146089	40	6
146089	42	2
146089	62	2
146089	64	2
146089	67	2
146089	70	6
146089	76	2
146089	77	2
146089	81	2
146089	82	2
146089	86	2
146089	92	2
146089	93	2
146089	94	2
146089	95	2
146089	99	2
146089	100	8
146089	108	2
146089	112	2
146089	114	2
146089	119	8
146089	120	32
146091	1	74
146091	2	8
146091	7	2
146091	13	2
146091	18	2
146091	27	2
146091	39	2
146091	40	4
146091	42	2
146091	47	2
146091	58	2
146091	59	2
146091	62	2
146091	70	4
146091	78	2
146091	80	2
146091	84	2
146091	86	4
146091	87	2
146091	88	2
146091	89	2
146091	93	2
146091	96	2
146091	97	2
146091	100	4
146091	111	2
146091	112	2
146091	115	2
146091	117	6
146091	118	4
146091	119	8
146091	120	12
146092	1	210
146092	3	4
146092	4	2
146092	5	4
146092	6	2
146092	8	2
146092	10	2
146092	12	6
146092	18	4
146092	19	2
146092	21	2
146092	22	2
146092	26	2
146092	28	2
146092	31	2
146092	32	2
146092	35	4
146092	37	2
146092	40	8
146092	42	2
146092	43	2
146092	48	2
146092	52	4
146092	66	4
146092	67	2
146092	70	12
146092	73	2
146092	77	2
146092	79	4
146092	80	2
146092	81	2
146092	82	2
146092	84	2
146092	87	2
146092	89	4
146092	91	8
146092	92	2
146092	93	4
146092	96	2
146092	99	2
146092	100	28
146092	105	2
146092	106	2
146092	108	2
146092	110	4
146092	112	6
146092	113	6
146092	114	2
146092	115	4
146092	116	8
146092	117	4
146092	118	6
146092	119	4
146092	120	18
146094	1	182
146094	3	4
146094	6	2
146094	13	2
146094	18	2
146094	21	2
146094	40	12
146094	51	4
146094	67	2
146094	70	4
146094	78	2
146094	82	4
146094	84	2
146094	85	2
146094	86	2
146094	87	2
146094	88	2
146094	90	2
146094	92	2
146094	94	2
146094	95	2
146094	98	2
146094	100	10
146094	106	4
146094	107	2
146094	110	4
146094	113	2
146094	116	2
146094	117	2
146094	118	4
146094	119	4
146094	120	4
146096	1	150
146096	2	4
146096	4	2
146096	5	2
146096	7	2
146096	10	2
146096	16	2
146096	17	2
146096	19	2
146096	21	2
146096	25	2
146096	40	2
146096	42	2
146096	47	2
146096	48	2
146096	51	2
146096	56	2
146096	58	2
146096	61	2
146096	62	2
146096	64	2
146096	65	2
146096	67	2
146096	68	2
146096	70	8
146096	73	2
146096	77	2
146096	82	4
146096	89	2
146096	91	2
146096	92	4
146096	93	2
146096	95	2
146096	96	2
146096	99	4
146096	100	32
146096	105	2
146096	110	6
146096	112	2
146096	114	6
146096	115	6
146096	117	2
146096	119	2
146098	1	66
146098	6	2
146098	7	2
146098	8	2
146098	11	2
146098	14	2
146098	18	4
146098	19	4
146098	34	2
146098	39	2
146098	45	2
146098	49	4
146098	50	2
146098	52	2
146098	61	2
146098	69	2
146098	70	10
146098	77	2
146098	95	2
146098	96	2
146098	100	12
146098	109	2
146098	110	2
146098	111	2
146098	112	8
146098	113	2
146098	114	2
146099	1	82
146099	8	4
146099	11	6
146099	27	2
146099	30	2
146099	31	2
146099	37	2
146099	40	12
146099	43	2
146099	45	4
146099	46	2
146099	50	2
146099	58	2
146099	63	2
146099	66	4
146099	70	18
146099	71	2
146099	77	2
146099	81	2
146099	83	4
146099	84	2
146099	88	2
146099	90	4
146099	100	30
146099	103	2
146099	111	2
146099	112	2
146099	113	8
146100	1	122
146100	4	2
146100	5	2
146100	7	2
146100	8	4
146100	10	2
146100	22	2
146100	27	2
146100	37	2
146100	40	6
146100	44	2
146100	52	4
146100	55	2
146100	58	2
146100	69	4
146100	70	18
146100	76	2
146100	78	2
146100	80	2
146100	81	2
146100	82	2
146100	83	2
146100	85	4
146100	86	2
146100	87	2
146100	90	2
146100	97	2
146100	99	2
146100	100	36
146100	109	2
146100	111	2
146100	112	8
146100	113	2
146101	1	44
146101	2	2
146101	3	6
146101	8	4
146101	10	2
146101	11	2
146101	17	2
146101	20	2
146101	21	2
146101	23	2
146101	27	2
146101	29	2
146101	31	4
146101	39	2
146101	40	2
146101	44	2
146101	54	2
146101	55	2
146101	58	2
146101	62	2
146101	68	2
146101	70	8
146101	80	2
146101	82	2
146101	83	2
146101	88	2
146101	89	2
146101	90	2
146101	91	2
146101	92	2
146101	95	2
146101	97	2
146101	99	2
146101	100	26
146101	106	2
146101	107	2
146102	1	24
146102	2	4
146102	3	2
146102	7	2
146102	11	2
146102	12	2
146102	13	4
146102	14	2
146102	15	2
146102	17	2
146102	22	2
146102	23	4
146102	25	2
146102	30	2
146102	38	2
146102	40	4
146102	44	4
146102	48	2
146102	50	2
146102	52	2
146102	57	2
146102	59	2
146102	62	2
146102	64	2
146102	70	8
146102	79	2
146102	81	2
146102	84	2
146102	86	6
146102	87	2
146102	89	2
146102	90	4
146102	91	4
146102	92	2
146102	93	2
146102	94	4
146102	96	2
146102	98	4
146102	99	2
146102	100	34
146102	116	2
146103	1	88
146103	2	2
146103	7	2
146103	15	2
146103	19	2
146103	23	2
146103	25	2
146103	28	2
146103	29	2
146103	38	2
146103	40	4
146103	51	2
146103	58	4
146103	70	10
146103	72	2
146103	73	4
146103	76	2
146103	77	2
146103	78	2
146103	80	2
146103	81	4
146103	85	2
146103	86	4
146103	89	2
146103	91	2
146103	93	2
146103	96	4
146103	97	4
146103	99	4
146103	100	26
146104	1	38
146104	8	2
146104	9	2
146104	17	2
146104	22	2
146104	25	2
146104	49	2
146104	52	2
146104	56	4
146104	60	2
146104	64	2
146104	70	2
146104	76	2
146104	87	4
146104	89	2
146104	90	4
146104	92	2
146104	100	6
146111	1	194
146111	2	4
146111	3	4
146111	4	2
146111	5	2
146111	6	6
146111	8	4
146111	9	4
146111	10	2
146111	11	2
146111	13	2
146111	14	2
146111	15	4
146111	16	4
146111	17	4
146111	18	2
146111	20	2
146111	21	2
146111	23	2
146111	24	2
146111	25	4
146111	28	4
146111	33	2
146111	36	2
146111	37	2
146111	38	4
146111	40	2
146111	44	4
146111	46	2
146111	49	2
146111	51	4
146111	52	2
146111	53	6
146111	54	2
146111	55	2
146111	56	2
146111	57	2
146111	59	2
146111	61	2
146111	63	4
146111	64	2
146111	65	2
146111	66	4
146111	68	4
146111	70	16
146111	73	2
146111	78	2
146112	1	162
146112	2	8
146112	4	2
146112	5	2
146112	6	2
146112	8	4
146112	9	4
146112	10	4
146112	11	2
146112	14	4
146112	15	6
146112	16	8
146112	17	4
146112	23	2
146112	24	2
146112	27	2
146112	28	6
146112	30	4
146112	31	2
146112	32	2
146112	33	4
146112	35	2
146112	37	2
146112	40	10
146112	44	6
146112	47	2
146112	48	4
146112	49	8
146112	50	4
146112	53	4
146112	54	2
146112	55	4
146112	56	2
146112	57	2
146112	58	4
146112	59	4
146112	60	4
146112	61	2
146112	63	2
146112	64	6
146112	65	4
146112	67	2
146112	68	4
146112	69	2
146113	1	174
146113	2	4
146113	3	2
146113	7	2
146113	8	2
146113	9	2
146113	11	2
146113	12	2
146113	15	2
146113	18	2
146113	20	2
146113	21	6
146113	28	2
146113	29	2
146113	31	2
146113	34	2
146113	35	4
146113	36	2
146113	38	2
146113	39	2
146113	40	4
146113	41	2
146113	42	2
146113	43	2
146113	45	4
146113	47	2
146113	48	4
146113	50	2
146113	51	4
146113	52	4
146113	53	2
146113	70	2
146114	1	298
146114	2	16
146114	3	4
146114	6	4
146114	7	2
146114	8	6
146114	9	4
146114	10	2
146114	11	4
146114	12	2
146114	13	6
146114	15	6
146114	16	4
146114	17	2
146114	19	2
146114	20	2
146114	21	6
146114	22	2
146114	23	4
146114	25	2
146114	27	4
146114	28	6
146114	30	2
146114	31	2
146114	33	4
146114	34	4
146114	35	2
146114	36	2
146114	37	4
146114	38	2
146114	42	2
146114	44	6
146114	47	2
146114	48	2
146115	1	770
146115	2	14
146115	4	2
146115	7	8
146115	8	6
146115	9	4
146115	10	4
146115	11	2
146115	12	4
146115	13	4
146115	14	6
146115	15	2
146115	16	2
146115	17	2
146115	18	4
146115	19	2
146115	20	4
146115	22	2
146115	23	4
146115	24	2
146115	25	8
146115	27	6
146115	29	4
146115	30	2
146115	32	2
146115	36	2
146116	1	1088
146116	2	2
146116	4	2
146116	5	2
146116	7	6
146116	8	6
146116	9	2
146116	10	2
146116	12	2
146116	13	2
146116	14	6
146116	15	2
153001	1	188
153001	2	4
153001	5	2
153001	7	4
153001	8	2
153001	9	4
153001	10	2
153001	11	4
153001	12	4
153001	13	4
153001	14	4
153001	17	4
153001	18	2
153001	19	2
153001	20	2
153001	24	2
153001	25	2
153001	32	10
153001	35	2
153001	38	2
153001	39	2
153001	40	18
153001	44	2
153001	50	2
153001	52	2
153001	65	2
153001	66	2
153001	69	2
153001	70	18
153001	71	2
153001	80	2
153001	84	2
153001	85	2
153001	86	2
153001	88	2
153001	90	2
153001	91	2
153001	93	4
153001	95	2
153001	96	2
153001	97	2
153001	99	4
153001	100	30
153001	102	2
153001	103	4
153001	105	2
153001	106	2
153001	107	2
153001	108	2
153001	109	2
153001	110	2
153001	111	4
153001	112	6
153001	113	2
153001	114	4
153001	115	12
153001	116	12
153001	118	2
153001	119	10
153001	120	84
153001	121	2
153001	123	2
153001	124	2
153001	127	6
153001	128	2
153001	130	4
153001	131	4
153001	132	6
153001	133	14
153001	134	38
153001	135	38
153001	136	32
153001	137	34
153001	138	6
153001	140	2
153002	1	36
153002	2	2
153002	7	6
153002	9	2
153002	17	2
153002	24	2
153002	33	2
153002	38	2
153002	40	4
153002	45	6
153002	52	2
153002	60	2
153002	65	2
153002	70	16
153002	74	4
153002	77	2
153002	84	4
153002	86	2
153002	87	2
153002	90	4
153002	92	2
153002	93	4
153002	95	2
153002	97	2
153002	100	14
153002	110	2
153002	118	2
153002	120	24
153002	127	2
153002	129	2
153002	131	2
153002	132	4
153002	133	6
153002	134	6
153002	135	14
153002	136	14
153002	137	22
153002	138	2
153005	1	24
153005	3	4
153005	5	2
153005	6	2
153005	8	4
153005	9	4
153005	12	2
153005	17	4
153005	18	2
153005	39	4
153005	40	6
153005	59	2
153005	83	4
153005	87	2
153005	93	2
153005	100	4
153005	113	2
153005	117	2
153005	120	20
153005	130	2
153005	133	6
153005	134	10
153005	135	12
153005	136	20
153005	137	18
153005	138	2
153007	1	44
153007	2	2
153007	4	2
153007	6	2
153007	11	2
153007	14	4
153007	21	2
153007	25	2
153007	27	2
153007	29	2
153007	30	4
153007	40	10
153007	46	2
153007	51	2
153007	53	2
153007	56	2
153007	61	2
153007	62	2
153007	70	20
153007	74	2
153007	75	2
153007	77	2
153007	79	4
153007	81	4
153007	83	10
153007	84	2
153007	87	4
153007	90	2
153007	93	2
153007	94	2
153007	96	2
153007	97	2
153007	100	12
153007	105	2
153007	108	4
153007	109	2
153007	110	2
153007	112	2
153007	117	4
153007	118	2
153007	120	46
153007	127	2
153007	129	2
153007	132	4
153007	133	20
153007	134	12
153007	135	28
153007	136	52
153007	137	10
153007	140	2
153009	1	34
153009	3	4
153009	6	2
153009	7	2
153009	8	2
153009	12	4
153009	15	2
153009	34	4
153009	36	4
153009	38	4
153009	39	4
153009	40	4
153009	61	4
153009	62	2
153009	63	2
153009	69	2
153009	70	12
153009	72	2
153009	76	2
153009	79	2
153009	81	2
153009	82	2
153009	83	2
153009	85	2
153009	86	2
153009	89	2
153009	90	2
153009	91	4
153009	93	2
153009	97	2
153009	98	2
153009	99	2
153009	100	10
153009	109	2
153009	113	4
153009	114	2
153009	115	2
153009	117	2
153009	118	2
153009	119	8
153009	120	72
153009	122	2
153009	127	2
153009	129	2
153009	130	6
153009	132	10
153009	133	12
153009	134	12
153009	135	22
153009	136	42
153009	137	30
153009	138	4
153009	139	2
153009	140	2
153011	1	24
153011	2	4
153011	7	2
153011	14	2
153011	65	2
153011	70	6
153011	76	2
153011	82	2
153011	87	2
153011	95	2
153011	98	2
153011	100	8
153011	112	2
153011	118	2
153011	119	2
153011	120	30
153011	129	2
153011	132	2
153011	134	12
153011	135	16
153011	136	28
153011	137	16
153011	138	8
153011	139	2
153015	1	80
153015	2	4
153015	5	2
153015	8	6
153015	11	4
153015	12	2
153015	17	2
153015	18	2
153015	19	2
153015	20	2
153015	22	2
153015	24	2
153015	25	4
153015	26	2
153015	27	2
153015	29	4
153015	36	2
153015	38	2
153015	40	24
153015	45	2
153015	50	2
153015	52	4
153015	53	2
153015	56	2
153015	57	2
153015	58	2
153015	60	2
153015	61	2
153015	62	2
153015	68	2
153015	69	2
153015	70	24
153015	73	2
153015	75	2
153015	79	4
153015	81	2
153015	83	4
153015	84	2
153015	86	2
153015	87	2
153015	89	2
153015	90	2
153015	91	6
153015	92	2
153015	94	2
153015	95	2
153015	100	28
153015	106	2
153015	109	2
153015	111	2
153015	112	2
153015	114	6
153015	115	6
153015	116	6
153015	117	2
153015	118	2
153015	120	68
153015	124	2
153015	125	2
153015	127	4
153015	128	2
153015	129	4
153015	130	4
153015	131	2
153015	132	4
153015	133	10
153015	134	24
153015	135	22
153015	136	44
153015	137	30
153015	138	10
153019	1	20
153019	14	2
153019	16	2
153019	40	4
153019	41	2
153019	46	2
153019	65	2
153019	66	4
153019	70	6
153019	76	2
153019	82	4
153019	89	2
153019	94	2
153019	95	2
153019	98	4
153019	110	2
153019	118	2
153019	120	22
153019	128	2
153019	132	2
153019	133	2
153019	134	6
153019	135	12
153019	136	30
153019	137	30
153020	1	24
153020	3	2
153020	6	2
153020	8	2
153020	12	2
153020	15	2
153020	18	2
153020	19	2
153020	20	2
153020	21	2
153020	23	2
153020	24	4
153020	25	2
153020	27	2
153020	28	4
153020	30	2
153020	36	2
153020	40	8
153020	41	2
153020	69	4
153020	70	4
153020	81	2
153020	84	2
153020	86	2
153020	93	2
153020	98	2
153020	99	4
153020	100	2
153020	107	2
153020	113	2
153020	114	2
153020	117	2
153020	118	2
153020	119	2
153020	120	44
153020	124	2
153020	129	2
153020	130	2
153020	131	4
153020	133	4
153020	134	4
153020	135	10
153020	136	30
153020	137	24
153023	1	50
153023	2	2
153023	3	2
153023	4	2
153023	12	2
153023	13	2
153023	14	2
153023	18	2
153023	25	2
153023	29	2
153023	31	2
153023	36	2
153023	37	2
153023	39	2
153023	40	24
153023	42	2
153023	43	4
153023	47	2
153023	48	2
153023	49	2
153023	50	2
153023	51	2
153023	52	2
153023	54	2
153023	55	4
153023	56	4
153023	59	4
153023	60	2
153023	61	2
153023	62	2
153023	65	12
153023	66	2
153023	67	2
153023	68	2
153023	69	4
153023	70	12
153023	75	2
153023	77	4
153023	78	2
153023	79	8
153023	82	4
153023	83	6
153023	84	2
153023	86	2
153023	87	2
153023	88	4
153023	92	2
153023	93	4
153023	96	2
153023	97	2
153023	100	20
153023	101	2
153023	104	2
153023	109	4
153023	110	6
153023	111	6
153023	114	2
153023	117	2
153023	118	2
153023	119	4
153023	120	52
153023	131	2
153023	132	12
153023	133	4
153023	134	24
153023	135	18
153023	136	18
153023	137	20
153023	138	10
153028	1	28
153028	2	2
153028	3	2
153028	12	2
153028	18	2
153028	24	2
153028	33	2
153028	39	2
153028	40	14
153028	50	2
153028	53	2
153028	54	4
153028	55	2
153028	57	2
153028	61	2
153028	63	2
153028	69	2
153028	70	14
153028	75	2
153028	76	2
153028	78	2
153028	79	2
153028	84	2
153028	86	2
153028	87	2
153028	90	2
153028	92	2
153028	93	2
153028	96	2
153028	100	8
153028	106	2
153028	107	2
153028	112	6
153028	118	2
153028	120	42
153028	130	4
153028	131	4
153028	132	2
153028	133	4
153028	134	12
153028	135	26
153028	136	28
