gateway_id	immortal_level	immortal_star	player_count
146096	5	3	3
146096	5	4	2
146096	5	5	2
146096	6	0	4
146096	6	1	1
146096	7	1	1
146098	1	0	51
146098	1	1	3
146098	1	2	1
146098	1	3	2
146098	1	4	1
146098	2	1	1
146098	2	4	1
146098	3	0	2
146098	3	2	1
146098	3	3	1
146098	3	5	1
146098	4	5	1
146098	5	2	1
146098	5	3	6
146098	6	1	1
146098	7	1	1
146099	1	0	76
146099	1	1	3
146099	1	2	1
146099	1	4	1
146099	1	5	2
146099	2	0	1
146099	2	1	1
146099	2	2	1
146099	2	3	1
146099	2	4	3
146099	3	3	2
146099	3	4	2
146099	3	5	1
146099	4	2	1
146099	4	3	4
146099	4	4	1
146099	5	2	2
146099	5	3	1
146099	5	4	1
146099	6	0	4
146100	1	0	87
146100	1	1	4
146100	1	2	1
146100	1	3	2
146100	1	4	3
146100	1	5	1
146100	2	0	2
146100	2	2	1
146100	2	3	1
146100	2	4	2
146100	3	0	1
146100	3	2	1
146100	3	3	5
146100	3	4	1
146100	3	5	1
146100	4	0	4
146100	4	1	1
146100	4	2	1
146100	4	3	2
146100	5	0	1
146100	5	2	2
146100	5	3	3
146101	1	0	50
146101	1	1	4
146101	1	2	1
146101	1	3	2
146101	1	4	1
146101	2	0	1
146101	2	1	1
146101	2	2	1
146101	2	3	2
146101	3	2	3
146101	3	3	1
146101	4	0	1
146101	4	2	2
146101	4	3	1
146101	4	4	1
146101	4	5	1
146101	5	0	1
146101	5	1	1
146101	5	3	1
146101	6	3	1
146101	6	4	1
146102	1	0	66
146102	1	1	4
146102	1	3	4
146102	1	4	1
146102	1	5	4
146102	2	1	2
146102	2	2	1
146102	2	3	3
146102	2	4	1
146102	2	5	2
146102	3	1	2
146102	3	3	3
146102	3	4	1
146102	3	5	1
146102	4	1	1
146102	4	3	1
146102	4	4	3
146102	5	0	1
146102	5	3	2
146102	6	1	1
146103	1	0	64
146103	1	1	3
146103	1	2	1
146103	1	4	2
146103	2	0	1
146103	2	2	2
146103	2	3	1
146103	3	1	1
146103	3	2	2
146103	3	3	2
146103	3	4	2
146103	3	5	1
146103	4	0	1
146103	4	2	1
146103	4	4	3
146103	4	5	1
146103	5	0	2
146103	5	1	2
146103	5	3	2
146103	5	4	1
146104	1	0	26
146104	1	1	1
146104	1	2	1
146104	1	3	1
146104	2	0	1
146104	2	2	1
146104	2	3	1
146104	3	1	1
146104	3	4	1
146104	3	5	1
146104	4	3	1
146104	5	2	1
146104	6	1	1
146104	6	4	1
146111	1	0	125
146111	1	1	11
146111	1	2	3
146111	1	3	2
146111	1	4	2
146111	1	5	1
146111	2	0	1
146111	2	2	2
146111	2	3	4
146111	2	4	4
146111	3	1	2
146111	3	2	1
146111	3	3	2
146111	3	4	1
146112	1	0	111
146112	1	1	6
146112	1	2	6
146112	1	3	3
146112	1	4	2
146112	1	5	4
146112	2	0	2
146112	2	1	2
146112	2	2	2
146112	2	3	3
146112	2	4	2
146112	3	2	1
146112	3	3	1
146112	3	4	1
146113	1	0	98
146113	1	1	5
146113	1	2	4
146113	1	3	3
146113	1	4	2
146113	2	0	1
146113	2	1	1
146113	2	2	1
146113	2	3	2
146113	3	0	1
146113	3	4	1
146114	1	0	153
146114	1	1	9
146114	1	2	4
146114	1	3	1
146114	1	5	1
146114	2	0	1
146114	2	1	2
146114	2	4	2
146114	3	4	1
146115	1	0	293
146115	1	1	12
146115	1	2	4
146115	1	3	3
146115	1	4	1
146115	1	5	2
146115	2	0	1
146115	2	1	1
146116	1	0	682
146116	1	1	6
146116	1	2	3
146116	1	3	4
146116	1	4	4
146116	1	5	1
146117	1	0	135
146117	1	1	5
146117	1	2	1
153001	1	0	156
153001	1	1	64
153001	1	2	12
153001	1	3	6
153001	1	4	2
153001	1	5	7
153001	2	0	6
153001	2	1	7
153001	2	2	4
153001	2	3	3
153001	2	4	5
153001	2	5	4
153001	3	0	2
153001	3	1	2
153001	3	2	4
153001	3	3	5
153001	3	4	3
153001	3	5	2
153001	4	0	1
153001	4	1	2
153001	4	2	1
153001	4	3	5
153001	4	4	5
153001	4	5	1
153001	5	1	5
153001	5	2	5
153001	5	3	3
153001	5	4	3
153001	5	5	1
153001	6	1	5
153001	6	2	4
153001	6	3	1
153001	6	4	1
153001	7	0	1
153001	7	1	1
153001	7	2	1
153002	1	0	46
153002	1	1	20
153002	1	2	3
153002	1	3	2
153002	1	4	2
153002	1	5	1
153002	2	0	1
153002	2	1	2
153002	2	2	3
153002	2	3	3
153002	2	5	1
153002	3	0	1
153002	3	2	1
153002	3	3	2
153002	3	4	1
153002	3	5	1
153002	4	2	1
153002	4	3	1
153002	5	0	3
153002	5	1	1
153002	5	2	2
153002	5	3	1
153002	5	4	3
153002	5	5	3
153002	6	1	1
153002	6	2	3
153002	6	3	1
153002	6	4	1
153002	7	0	1
153002	7	1	1
153005	1	0	39
153005	1	1	16
153005	1	2	2
153005	1	4	1
153005	1	5	2
153005	2	0	1
153005	2	1	1
153005	2	3	2
153005	2	5	1
153005	3	1	1
153005	3	2	1
153005	3	4	2
153005	4	0	1
153005	4	2	1
153005	4	5	1
153005	5	1	3
153005	5	2	5
153005	5	3	2
153005	5	4	1
153005	6	0	1
153005	6	2	1
153005	6	3	2
153005	6	4	3
153005	7	1	1
153007	1	0	70
153007	1	1	34
153007	1	2	4
153007	1	3	4
153007	1	4	5
153007	1	5	3
153007	2	0	3
153007	2	1	6
153007	2	2	4
153007	2	3	5
153007	2	4	2
153007	2	5	1
153007	3	0	2
153007	3	2	2
153007	3	3	3
153007	3	5	1
153007	4	0	5
153007	4	1	2
153007	4	3	2
153007	4	4	3
153007	4	5	1
153007	5	0	2
153007	5	1	2
153007	5	3	6
153007	5	4	1
153007	6	0	2
153007	6	1	1
153007	6	2	4
153007	6	3	2
153007	6	4	1
153009	1	0	54
153009	1	1	24
153009	1	2	11
153009	1	3	7
153009	1	4	9
153009	1	5	4
153009	2	1	5
153009	2	2	1
153009	2	3	1
153009	2	4	3
153009	2	5	2
153009	3	0	1
153009	3	2	3
153009	3	3	2
153009	3	4	5
153009	3	5	2
153009	4	0	3
153009	4	1	3
153009	4	3	3
153009	4	4	6
153009	4	5	2
153009	5	0	5
153009	5	1	1
153009	5	2	3
153009	5	3	3
153009	5	4	3
153009	5	5	1
153009	6	1	2
153009	6	2	1
153009	6	3	1
153009	6	4	1
153009	7	1	2
153009	8	0	2
153011	1	0	27
153011	1	1	7
153011	1	2	3
153011	1	3	3
153011	1	4	5
153011	1	5	4
153011	2	0	1
153011	2	1	3
153011	2	2	1
153011	2	3	1
153011	2	4	2
153011	2	5	1
153011	3	0	2
153011	3	1	2
153011	3	2	2
153011	3	3	2
153011	4	2	2
153011	4	4	1
153011	5	0	1
153011	5	1	2
153011	5	2	1
153011	5	3	1
153011	5	4	5
153011	6	0	2
153011	6	1	2
153011	6	2	5
153011	6	3	2
153015	1	0	120
153015	1	1	37
153015	1	2	9
153015	1	3	1
153015	1	5	3
153015	2	0	1
153015	2	1	4
153015	2	2	2
153015	2	3	1
153015	2	4	9
153015	2	5	4
153015	3	0	2
153015	3	1	1
153015	3	2	6
153015	3	3	3
153015	3	4	4
153015	3	5	2
153015	4	1	1
153015	4	2	3
153015	4	3	1
153015	4	4	1
153015	5	0	2
153015	5	1	2
153015	5	2	8
153015	5	3	2
153015	5	4	3
153015	6	0	5
153015	6	1	7
153015	6	2	4
153015	6	3	3
153015	6	4	3
153015	7	0	1
153015	7	1	1
153015	7	3	1
153019	1	0	21
153019	1	1	15
153019	1	2	3
153019	1	5	1
153019	2	0	1
153019	2	1	1
153019	2	2	2
153019	2	3	2
153019	2	4	2
153019	2	5	2
153019	3	1	2
153019	3	2	2
153019	3	3	2
153019	3	4	3
153019	3	5	3
153019	4	2	1
153019	4	3	1
153019	5	0	1
153019	5	1	1
153019	5	2	4
153019	5	3	3
153019	5	4	1
153019	6	1	2
153019	6	2	1
153019	6	3	1
153019	6	4	1
153019	7	1	2
153020	1	0	32
153020	1	1	12
153020	1	2	5
153020	1	3	2
153020	1	4	3
153020	2	0	3
153020	2	1	1
153020	2	2	1
153020	2	3	1
153020	2	4	1
153020	2	5	1
153020	3	0	1
153020	3	1	2
153020	3	2	1
153020	3	3	2
153020	3	4	5
153020	3	5	1
153020	4	1	3
153020	4	2	1
153020	4	3	3
153020	5	0	3
153020	5	1	1
153020	5	2	4
153020	5	4	4
153020	6	0	3
153020	6	1	2
153020	6	2	1
153020	6	3	3
153020	6	4	1
153020	7	3	1
153020	7	4	1
153023	1	0	103
153023	1	1	41
153023	1	2	4
153023	1	3	3
153023	1	4	3
153023	1	5	5
153023	2	0	4
153023	2	1	5
153023	2	2	2
153023	2	3	4
153023	2	4	2
153023	3	0	2
153023	3	1	1
153023	3	2	1
153023	3	3	2
153023	4	0	1
153023	4	2	3
153023	4	3	1
153023	4	4	1
153023	5	0	1
153023	5	1	4
153023	5	2	3
153023	5	3	5
153023	5	4	1
153023	5	5	1
153023	6	1	4
153023	6	2	4
153023	6	3	1
153023	7	1	1
153023	7	3	2
153023	8	0	1
153028	1	0	62
153028	1	1	19
153028	1	2	4
153028	1	3	3
153028	1	4	3
153028	2	0	1
153028	2	1	1
153028	2	2	1
153028	2	3	3
153028	2	4	4
153028	2	5	2
153028	3	0	1
153028	3	1	1
153028	3	3	2
153028	3	4	1
153028	3	5	1
153028	4	0	1
153028	4	1	3
153028	4	3	3
153028	4	4	3
153028	4	5	1
153028	5	1	2
153028	5	2	1
153028	5	3	2
153028	5	4	2
153028	6	0	3
153028	6	1	4
153028	6	2	3
153028	6	3	4
153028	7	0	3
153028	7	1	1
153028	7	2	1
153028	7	3	1
153028	8	0	1
153033	1	0	55
153033	1	1	16
153033	1	2	10
153033	1	3	5
153033	1	4	7
153033	2	0	9
153033	2	1	1
153033	2	2	3
153033	2	3	1
153033	2	4	2
153033	2	5	1
153033	3	1	4
153033	3	2	4
153033	3	3	3
153033	3	4	3
153033	3	5	2
153033	4	0	2
153033	4	1	1
153033	4	2	1
153033	4	3	4
153033	4	4	2
153033	5	0	3
153033	5	1	2
153033	5	2	2
153033	5	3	4
153033	5	4	3
153033	6	0	5
153033	6	1	1
153033	6	2	3
153033	6	3	4
153033	6	4	1
153033	7	0	2
153033	7	2	1
153040	1	0	20
153040	1	1	3
153040	1	3	2
153040	1	4	1
153040	1	5	1
153040	2	0	2
153040	2	1	1
153040	2	5	1
153040	3	3	2
153040	3	4	2
153040	4	2	2
153040	4	3	2
153040	4	4	3
153040	4	5	1
153040	5	1	3
153040	5	3	1
153040	5	4	1
153040	6	2	4
153040	6	3	1
153042	1	0	66
153042	1	1	23
153042	1	2	6
153042	1	4	4
153042	1	5	2
153042	2	0	2
153042	2	1	4
153042	2	2	6
153042	2	3	4
153042	2	4	3
153042	2	5	2
153042	3	0	1
153042	3	1	4
153042	3	2	1
153042	3	3	3
153042	3	4	7
153042	3	5	2
153042	4	0	2
153042	4	2	2
153042	4	4	1
153042	4	5	2
153042	5	0	2
153042	5	2	2
153042	5	3	2
153042	5	5	2
153042	6	0	1
153042	6	1	2
153042	6	2	7
153042	6	3	2
153042	6	5	1
153042	7	0	1
153042	7	2	1
153042	7	3	1
153043	1	0	33
153043	1	1	12
153043	1	2	3
153043	1	3	3
153043	1	4	2
153043	2	0	2
153043	2	1	1
153043	2	2	3
153043	2	3	1
153043	3	0	1
153043	3	2	1
153043	3	3	1
153043	3	4	2
153043	4	1	1
153043	4	3	1
153043	5	0	1
153043	5	1	2
153043	5	2	1
153043	5	3	1
153043	5	4	1
153043	6	0	1
153043	6	1	1
153043	6	2	5
153043	7	0	1
153046	1	0	8
153046	1	1	2
153046	1	2	1
153046	1	3	1
153046	2	3	1
153046	3	5	2
153046	4	3	1
153046	5	0	1
153046	5	1	1
153046	5	3	1
153046	6	2	1
153046	6	3	1
153046	6	4	2
153046	7	0	2
153046	7	3	1
153048	1	0	36
153048	1	1	11
153048	1	2	3
153048	1	3	3
153048	1	5	3
153048	2	0	3
153048	2	2	2
153048	2	3	1
153048	2	4	3
153048	2	5	1
153048	3	2	3
153048	3	3	3
153048	3	4	2
153048	3	5	1
153048	4	1	1
153048	4	2	2
153048	4	3	3
153048	4	4	2
153048	5	0	1
153048	5	1	4
153048	5	3	2
153048	5	4	2
153048	5	5	1
153048	6	0	1
153048	6	1	1
153048	6	2	3
153048	6	3	3
153048	6	4	2
153048	6	5	1
153049	1	0	15
153049	1	1	8
153049	1	2	3
153049	1	3	1
153049	1	4	2
153049	1	5	1
153049	2	0	2
153049	2	1	1
153049	2	2	2
153049	2	3	1
153049	2	4	2
153049	3	0	3
153049	3	3	2
153049	3	5	1
153049	4	1	1
153049	4	2	2
153049	4	5	1
153049	5	1	3
153049	5	2	1
153049	5	3	3
153049	6	0	1
153049	6	1	1
153049	6	2	1
153049	6	3	4
153049	8	0	1
153052	1	0	39
153052	1	1	20
153052	1	2	6
153052	1	3	2
153052	1	4	3
153052	1	5	3
153052	2	0	2
153052	2	1	1
153052	2	2	1
153052	2	3	1
153052	2	4	2
153052	3	0	2
153052	3	1	3
153052	3	2	3
153052	3	3	2
153052	3	4	2
153052	4	0	4
153052	4	1	1
153052	4	2	4
153052	4	3	2
153052	4	4	2
153052	5	0	3
153052	5	1	2
153052	5	2	5
153052	5	3	3
153052	6	0	5
153052	6	1	3
153052	6	2	1
153052	6	3	4
153052	7	0	2
153052	7	1	2
153060	1	0	52
153060	1	1	13
153060	1	2	1
153060	1	3	4
153060	1	4	1
153060	2	0	1
153060	2	1	1
153060	2	2	1
153060	2	3	2
153060	2	4	1
153060	3	0	1
153060	3	1	1
153060	3	2	3
153060	3	3	3
153060	3	4	1
153060	4	1	3
153060	4	2	1
153060	4	3	2
153060	4	4	1
153060	5	1	2
153060	5	2	2
153060	5	4	1
153060	6	1	2
153060	6	3	2
153060	6	4	4
153060	7	3	1
153062	1	0	91
153062	1	1	21
153062	1	2	3
153062	1	3	2
153062	1	5	2
153062	2	0	3
153062	2	1	3
153062	2	2	3
153062	2	3	1
153062	2	5	4
153062	3	0	3
153062	3	3	3
153062	3	4	1
153062	3	5	1
153062	4	0	2
153062	4	1	3
153062	4	2	1
153062	4	3	1
153062	4	4	1
153062	4	5	2
153062	5	0	2
153062	5	1	3
153062	5	2	6
153062	5	3	3
153062	5	4	2
153062	6	0	7
153062	6	1	2
153062	6	2	5
153062	6	3	3
153062	6	4	2
153062	7	1	3
153062	7	2	4
153062	8	2	1
153068	1	0	54
153068	1	1	9
153068	1	2	1
153068	1	3	3
153068	1	5	2
153068	2	1	1
153068	2	2	2
153068	2	3	2
153068	2	5	2
153068	3	1	1
153068	3	2	2
153068	3	3	2
153068	3	4	1
153068	3	5	2
153068	4	0	7
153068	4	1	1
153068	4	2	2
153068	4	3	1
153068	4	4	2
153068	5	0	3
153068	5	1	5
153068	5	2	3
153068	5	3	2
153068	5	4	1
153068	5	5	1
153068	6	1	2
153068	6	2	4
153068	6	3	1
153068	6	4	1
153068	7	0	1
153068	7	2	1
153072	1	0	55
153072	1	1	3
153072	1	3	2
153072	1	4	1
153072	1	5	2
153072	2	0	1
153072	2	1	1
153072	2	2	1
153072	2	3	3
153072	2	4	1
153072	2	5	3
153072	3	0	1
153072	3	2	1
153072	3	3	2
153072	3	5	2
153072	4	0	4
153072	4	1	1
153072	4	2	2
153072	4	3	4
153072	4	4	3
153072	4	5	1
153072	5	0	2
153072	5	1	5
153072	5	2	6
