gateway_id	slot_id	cur_level	player_count
146001	4	11	12
146001	4	12	6
146001	4	13	6
146001	4	14	4
146001	4	15	2
146001	4	20	1
146001	4	25	1
146001	5	0	150
146001	5	1	7
146001	5	2	3
146001	5	3	7
146001	5	4	6
146001	5	5	2
146001	5	6	3
146001	5	7	2
146001	5	8	2
146001	5	9	2
146001	5	10	4
146001	5	11	1
146001	5	12	3
146001	5	13	2
146001	5	14	1
146001	6	0	155
146001	6	1	5
146001	6	2	5
146001	6	3	4
146001	6	4	2
146001	6	5	6
146001	6	6	6
146001	6	7	5
146001	6	8	1
146001	6	9	2
146001	6	10	2
146001	6	13	2
146001	7	0	123
146001	7	1	8
146001	7	2	5
146001	7	3	2
146001	7	4	5
146001	7	5	3
146001	7	6	2
146001	7	7	7
146001	7	8	4
146001	7	9	3
146001	7	10	17
146001	7	11	7
146001	7	12	4
146001	7	14	1
146001	7	17	1
146001	7	20	2
146001	7	27	1
146001	8	0	190
146001	8	1	1
146001	8	2	1
146001	8	4	1
146001	8	5	2
146001	9	0	109
146001	9	1	3
146001	9	2	3
146001	9	3	5
146001	9	4	4
146001	9	5	2
146001	9	6	4
146001	9	7	1
146001	9	8	7
146001	9	9	8
146001	9	10	16
146001	9	11	11
146001	9	12	7
146001	9	13	8
146001	9	14	5
146001	9	20	1
146001	9	24	1
146001	10	0	148
146001	10	1	3
146001	10	2	9
146001	10	3	3
146001	10	4	3
146001	10	5	8
146001	10	6	4
146001	10	7	1
146001	10	8	2
146001	10	9	2
146001	10	10	5
146001	10	11	1
146001	10	12	3
146001	10	13	2
146001	10	15	1
146002	1	0	57
146002	1	1	3
146002	1	2	4
146002	1	4	3
146002	1	5	5
146002	1	6	1
146002	1	8	1
146002	1	9	1
146002	1	10	2
146002	1	14	1
146002	2	0	52
146002	2	1	1
146002	2	2	7
146002	2	3	1
146002	2	4	1
146002	2	5	1
146002	2	6	2
146002	2	7	1
146002	2	8	1
146002	2	9	2
146002	2	10	3
146002	2	11	1
146002	2	12	1
146002	2	13	1
146002	2	14	2
146002	2	15	1
146002	3	0	75
146002	3	2	2
146002	3	5	1
146002	4	0	42
146002	4	2	3
146002	4	3	3
146002	4	4	2
146002	4	5	3
146002	4	6	1
146002	4	8	1
146002	4	9	4
146002	4	10	7
146002	4	11	6
146002	4	12	1
146002	4	13	3
146002	4	14	2
146002	5	0	65
146002	5	1	2
146002	5	2	4
146002	5	4	1
146002	5	5	1
146002	5	6	2
146002	5	9	1
146002	5	10	2
146002	6	0	59
146002	6	1	2
146002	6	2	1
146002	6	3	3
146002	6	4	3
146002	6	5	1
146002	6	6	2
146002	6	7	1
146002	6	9	1
146002	6	10	3
146002	6	12	1
146002	6	15	1
146002	7	0	51
146002	7	1	2
146002	7	2	4
146002	7	3	3
146002	7	5	3
146002	7	6	3
146002	7	8	2
146002	7	9	1
146002	7	10	5
146002	7	11	2
146002	7	13	1
146002	7	15	1
146002	8	0	75
146002	8	2	1
146002	8	3	1
146002	8	7	1
146002	9	0	40
146002	9	1	2
146002	9	2	2
146002	9	3	3
146002	9	5	2
146002	9	7	3
146002	9	8	1
146002	9	9	1
146002	9	10	9
146002	9	11	6
146002	9	12	4
146002	9	13	2
146002	9	14	1
146002	9	15	2
146002	10	0	64
146002	10	1	2
146002	10	2	4
146002	10	3	1
146002	10	5	2
146002	10	6	1
146002	10	9	2
146002	10	10	2
146005	1	0	159
146005	1	1	6
146005	1	2	8
146005	1	3	11
146005	1	4	6
146005	1	5	9
146005	1	6	2
146005	1	7	4
146005	1	8	3
146005	1	9	2
146005	1	10	18
146005	1	11	6
146005	1	12	1
146005	1	14	1
146005	1	16	1
146005	2	0	152
146005	2	1	11
146005	2	2	5
146005	2	3	7
146005	2	4	8
146005	2	5	4
146005	2	6	8
146005	2	7	1
146005	2	8	4
146005	2	9	3
146005	2	10	15
146005	2	11	14
146005	2	12	3
146005	2	13	2
146005	3	0	222
146005	3	1	4
146005	3	2	3
146005	3	3	3
146005	3	4	1
146005	3	5	1
146005	3	6	1
146005	3	10	2
146005	4	0	100
146005	4	1	15
146005	4	2	3
146005	4	3	9
146005	4	4	12
146005	4	5	6
146005	4	6	3
146005	4	7	3
146005	4	8	4
146005	4	9	3
146005	4	10	27
146005	4	11	34
146005	4	12	9
146005	4	13	2
146005	4	14	4
146005	4	15	1
146005	4	16	1
146005	4	17	1
146005	5	0	170
146005	5	1	7
146005	5	2	10
146005	5	3	7
146005	5	4	6
146005	5	5	4
146005	5	6	4
146005	5	7	2
146005	5	8	2
146005	5	9	2
146005	5	10	9
146005	5	11	13
146005	5	16	1
146005	6	0	157
146005	6	1	6
146005	6	2	12
146005	6	3	12
146005	6	4	6
146005	6	5	4
146005	6	6	2
146005	6	7	6
146005	6	8	1
146005	6	9	3
146005	6	10	18
146005	6	11	7
146005	6	13	1
146005	6	14	1
146005	6	17	1
146005	7	0	146
146005	7	1	8
146005	7	2	4
146005	7	3	7
146005	7	4	4
146005	7	5	7
146005	7	6	6
146005	7	7	5
146005	7	9	6
146005	7	10	15
146005	7	11	22
146005	7	12	2
146005	7	13	1
146005	7	14	2
146005	7	15	1
146005	7	16	1
146005	8	0	221
146005	8	1	5
146005	8	2	2
146005	8	3	4
146005	8	4	1
146005	8	7	1
146005	8	9	1
146005	8	10	1
146005	8	11	1
146005	9	0	111
146005	9	1	2
146005	9	2	11
146005	9	3	6
146005	9	4	7
146005	9	5	4
146005	9	6	7
146005	9	7	2
146005	9	8	2
146005	9	9	3
146005	9	10	30
146005	9	11	34
146005	9	12	7
146005	9	13	5
146005	9	14	2
146005	9	15	3
146005	9	18	1
146005	10	0	161
146005	10	1	6
146005	10	2	9
146005	10	3	11
146005	10	4	6
146005	10	5	7
146005	10	6	6
146005	10	7	5
146005	10	8	1
146005	10	9	2
146005	10	10	10
146005	10	11	10
146005	10	12	2
146005	10	16	1
146031	1	0	15
146031	1	1	1
146031	1	2	1
146031	1	3	2
146031	1	10	2
146031	1	13	1
146031	1	14	2
146031	2	0	18
146031	2	2	2
146031	2	3	2
146031	2	11	1
146031	2	15	1
146031	3	0	22
146031	3	1	1
146031	3	2	1
146031	4	0	17
146031	4	1	2
146031	4	3	1
146031	4	4	1
146031	4	6	1
146031	4	10	1
146031	4	12	1
146031	5	0	23
146031	5	11	1
146031	6	0	17
146031	6	4	1
146031	6	10	2
146031	6	11	1
146031	6	13	1
146031	6	14	2
146031	7	0	17
146031	7	2	2
146031	7	3	2
146031	7	5	1
146031	7	11	1
146031	7	15	1
146031	8	0	22
146031	8	1	1
146031	8	3	1
146031	9	0	18
146031	9	1	1
146031	9	3	1
146031	9	4	3
146031	9	12	1
146031	10	0	23
146031	10	11	1
146040	1	0	111
146040	1	1	3
146040	1	2	4
146040	1	3	7
146040	1	4	5
146040	1	5	4
146040	1	6	6
146040	1	7	3
146040	1	8	2
146040	1	9	2
146040	1	10	11
146040	1	11	6
146040	1	12	1
146040	1	14	1
146040	2	0	110
146040	2	1	5
146040	2	2	2
146040	2	3	4
146040	2	4	2
146040	2	5	3
146040	2	6	5
146040	2	7	3
146040	2	8	2
146040	2	9	3
146040	2	10	10
146040	2	11	9
146040	2	12	3
146040	2	13	3
146040	2	14	1
146040	2	18	1
146040	3	0	161
146040	3	1	1
146040	3	2	3
146040	3	6	1
146040	4	0	87
146040	4	1	6
146040	4	2	7
146040	4	3	1
146040	4	4	2
146040	4	5	4
146040	4	6	7
146040	4	8	2
146040	4	9	2
146040	4	10	17
146040	4	11	12
146040	4	12	8
146040	4	13	1
146040	4	14	6
146040	4	15	1
146040	4	16	1
146040	4	20	1
146040	4	22	1
146040	5	0	149
146040	5	1	2
146040	5	2	3
146040	5	3	2
146040	5	4	1
146040	5	5	1
146040	5	6	1
146040	5	7	1
146040	5	10	4
146040	5	11	1
146040	5	14	1
146040	6	0	111
146040	6	1	3
146040	6	2	8
146040	6	3	1
146040	6	4	3
146040	6	5	4
146040	6	6	4
146040	6	7	2
146040	6	8	3
146040	6	9	1
146040	6	10	15
146040	6	11	6
146040	6	12	1
146040	6	13	1
146040	6	14	2
146040	6	17	1
146040	7	0	108
146040	7	2	6
146040	7	3	2
146040	7	4	4
146040	7	5	7
146040	7	6	1
146040	7	7	2
146040	7	8	2
146040	7	10	13
146040	7	11	6
146040	7	12	6
146040	7	13	6
146040	7	14	1
146040	7	15	1
146040	7	20	1
146040	8	0	159
146040	8	1	2
146040	8	2	1
146040	8	3	3
146040	8	10	1
146040	9	0	90
146040	9	1	6
146040	9	2	4
146040	9	3	6
146040	9	4	3
146040	9	5	4
146040	9	6	2
146040	9	7	4
146040	9	8	2
146040	9	9	3
146040	9	10	10
146040	9	11	15
146040	9	12	7
146040	9	13	4
146040	9	14	1
146040	9	15	3
146040	9	17	1
146040	9	23	1
146040	10	0	146
146040	10	1	2
146040	10	2	4
146040	10	3	4
146040	10	4	2
146040	10	5	1
146040	10	6	1
146040	10	10	3
146040	10	11	2
146040	10	15	1
146051	1	0	51
146051	1	1	8
146051	1	2	3
146051	1	3	5
146051	1	4	3
146051	1	5	2
146051	1	6	2
146051	1	7	3
146051	1	8	1
146051	1	10	24
146051	1	11	8
146051	1	12	4
146051	1	13	2
146051	1	14	1
146051	2	0	99
146051	2	1	2
146051	2	2	2
146051	2	3	4
146051	2	5	1
146051	2	6	1
146051	2	7	1
146051	2	9	1
146051	2	10	6
146051	3	0	115
146051	3	5	1
146051	3	8	1
146051	4	0	53
146051	4	1	5
146051	4	3	5
146051	4	4	4
146051	4	5	3
146051	4	6	4
146051	4	7	4
146051	4	8	2
146051	4	9	1
146051	4	10	24
146051	4	11	9
146051	4	13	2
146051	4	14	1
146051	5	0	68
146051	5	1	7
146051	5	2	6
146051	5	3	4
146051	5	4	3
146051	5	5	3
146051	5	6	1
146051	5	7	2
146051	5	8	2
146051	5	9	2
146051	5	10	12
146051	5	11	4
146051	5	12	2
146051	5	13	1
146051	6	0	54
146051	6	1	3
146051	6	2	4
146051	6	3	4
146051	6	4	3
146051	6	5	1
146051	6	6	3
146051	6	7	3
146051	6	8	2
146051	6	9	3
146051	6	10	21
146051	6	11	6
146051	6	12	4
146051	6	13	4
146051	6	14	1
146051	6	15	1
146051	7	0	93
146051	7	1	2
146051	7	2	1
146051	7	3	3
146051	7	4	2
146051	7	5	3
146051	7	7	1
146051	7	8	3
146051	7	9	1
146051	7	10	6
146051	7	11	2
146051	8	0	115
146051	8	4	1
146051	8	10	1
146051	9	0	56
146051	9	1	3
146051	9	2	3
146051	9	3	3
146051	9	4	4
146051	9	6	1
146051	9	8	3
146051	9	9	5
146051	9	10	27
146051	9	11	9
146051	9	13	1
146051	9	14	2
146051	10	0	69
146051	10	1	9
146051	10	2	3
146051	10	4	5
146051	10	5	1
146051	10	6	2
146051	10	7	4
146051	10	8	1
146051	10	9	4
146051	10	10	12
146051	10	11	5
146051	10	12	1
146051	10	14	1
146062	1	0	73
146062	1	1	8
146062	1	2	5
146062	1	3	2
146062	1	4	3
146062	1	5	3
146062	1	6	5
146062	1	7	1
146062	1	8	1
146062	1	9	3
146062	1	10	12
146062	2	0	72
146062	2	1	14
146062	2	2	5
146062	2	3	1
146062	2	4	3
146062	2	5	1
146062	2	6	1
146062	2	9	3
146062	2	10	15
146062	2	11	1
146062	3	0	109
146062	3	1	1
146062	3	2	1
146062	3	3	2
146062	3	4	1
146062	3	6	2
146062	4	0	58
146062	4	1	3
146062	4	2	3
146062	4	3	3
146062	4	4	3
146062	4	5	2
146062	4	6	3
146062	4	7	1
146062	4	8	2
146062	4	9	2
146062	4	10	22
146062	4	11	7
146062	4	12	2
146062	4	13	5
146062	5	0	78
146062	5	1	6
146062	5	2	2
146062	5	3	4
146062	5	4	7
146062	5	5	2
146062	5	6	4
146062	5	8	2
146062	5	9	3
146062	5	10	6
146062	5	13	1
146062	5	15	1
146062	6	0	77
146062	6	1	2
146062	6	2	7
146062	6	3	1
146062	6	4	3
146062	6	5	2
146062	6	6	4
146062	6	7	1
146062	6	8	2
146062	6	9	2
146062	6	10	13
146062	6	11	2
146062	7	0	70
146062	7	1	6
146062	7	2	4
146062	7	3	3
146062	7	4	1
146062	7	5	2
146062	7	6	4
146062	7	7	4
146062	7	9	3
146062	7	10	12
146062	7	11	7
146062	8	0	112
146062	8	1	1
146062	8	2	1
146062	8	3	1
146062	8	5	1
146062	9	0	58
146062	9	1	6
146062	9	2	4
146062	9	3	1
146062	9	4	1
146062	9	5	1
146062	9	6	3
146062	9	7	2
146062	9	8	1
146062	9	9	2
146062	9	10	21
146062	9	11	5
146062	9	12	9
146062	9	13	2
146062	10	0	83
146062	10	1	6
146062	10	2	1
146062	10	3	2
146062	10	4	2
146062	10	5	3
146062	10	6	2
146062	10	7	3
146062	10	8	3
146062	10	9	1
146062	10	10	8
146062	10	14	2
146070	1	0	99
146070	1	1	8
146070	1	2	3
146070	1	3	3
146070	1	4	3
146070	1	7	2
146070	1	8	1
146070	1	10	5
146070	1	15	2
146070	2	0	100
146070	2	1	2
146070	2	2	3
146070	2	3	3
146070	2	4	1
146070	2	5	1
146070	2	6	2
146070	2	7	3
146070	2	8	2
146070	2	9	1
146070	2	10	3
146070	2	11	3
146070	2	13	1
146070	2	15	1
146070	3	0	123
146070	3	2	1
146070	3	3	1
146070	3	10	1
146070	4	0	88
146070	4	1	1
146070	4	2	6
146070	4	3	5
146070	4	5	5
146070	4	6	1
146070	4	7	1
146070	4	8	2
146070	4	9	1
146070	4	10	7
146070	4	11	3
146070	4	12	1
146070	4	13	3
146070	4	16	1
146070	4	20	1
146070	5	0	90
146070	5	1	3
146070	5	2	3
146070	5	3	1
146070	5	4	2
146070	5	5	4
146070	5	6	1
146070	5	7	1
146070	5	8	2
146070	5	9	3
146070	5	10	7
146070	5	11	3
146070	5	12	2
146070	5	13	1
146070	5	19	1
146070	5	20	2
146070	6	0	98
146070	6	1	4
146070	6	2	6
146070	6	3	5
146070	6	4	2
146070	6	5	1
146070	6	6	1
146070	6	9	1
146070	6	10	6
146070	6	15	2
146070	7	0	98
146070	7	1	1
146070	7	2	3
146070	7	3	3
146070	7	4	2
146070	7	5	2
146070	7	6	1
146070	7	7	3
146070	7	10	6
146070	7	11	4
146070	7	15	1
146070	7	16	1
146070	7	20	1
146070	8	0	122
146070	8	1	1
146070	8	3	1
146070	8	4	1
146070	8	11	1
146070	9	0	87
146070	9	1	1
146070	9	2	1
146070	9	3	3
146070	9	4	3
146070	9	5	1
146070	9	6	1
146070	9	7	5
146070	9	8	1
146070	9	9	2
146070	9	10	11
146070	9	11	6
146070	9	13	2
146070	9	17	1
146070	9	20	1
146070	10	0	86
146070	10	1	2
146070	10	2	4
146070	10	3	4
146070	10	4	3
146070	10	5	3
146070	10	6	3
146070	10	7	1
146070	10	8	2
146070	10	9	3
146070	10	10	9
146070	10	11	1
146070	10	12	2
146070	10	16	1
146070	10	20	1
146070	10	21	1
146072	1	0	90
146072	1	1	3
146072	1	2	1
146072	1	3	3
146072	1	4	1
146072	1	5	1
146072	1	6	2
146072	1	7	2
146072	1	10	3
146072	2	0	78
146072	2	1	7
146072	2	2	4
146072	2	3	2
146072	2	5	3
146072	2	6	2
146072	2	8	1
146072	2	9	2
146072	2	10	3
146072	2	11	1
146072	2	13	1
146072	2	14	1
146072	2	15	1
146072	3	0	102
146072	3	1	2
146072	3	2	2
146072	4	0	71
146072	4	1	5
146072	4	2	2
146072	4	3	2
146072	4	5	3
146072	4	7	1
146072	4	8	1
146072	4	10	8
146072	4	11	4
146072	4	12	4
146072	4	13	1
146072	4	14	3
146072	4	15	1
146072	5	0	85
146072	5	1	2
146072	5	2	3
146072	5	3	5
146072	5	5	2
146072	5	6	4
146072	5	7	1
146072	5	8	1
146072	5	10	1
146072	5	13	2
146072	6	0	88
146072	6	1	5
146072	6	2	1
146072	6	3	4
146072	6	4	2
146072	6	6	1
146072	6	10	4
146072	6	11	1
146072	7	0	75
146072	7	1	5
146072	7	2	3
146072	7	3	4
146072	7	4	1
146072	7	5	3
146072	7	9	1
146072	7	10	8
146072	7	11	3
146072	7	13	1
146072	7	14	1
146072	7	16	1
146072	8	0	103
146072	8	2	1
146072	8	3	2
146072	9	0	72
146072	9	1	3
146072	9	2	3
146072	9	3	2
146072	9	4	1
146072	9	5	2
146072	9	7	1
146072	9	8	1
146072	9	9	3
146072	9	10	6
146072	9	11	3
146072	9	12	4
146072	9	13	2
146072	9	14	2
146072	9	15	1
146072	10	0	86
146072	10	1	3
146072	10	2	3
146072	10	3	4
146072	10	4	1
146072	10	5	3
146072	10	6	1
146072	10	7	1
146072	10	10	2
146072	10	13	2
146075	1	0	50
146075	1	1	7
146075	1	2	7
146075	1	3	5
146075	1	4	5
146075	1	5	9
146075	1	6	1
146075	1	7	4
146075	1	8	2
146075	1	9	1
146075	1	10	2
146075	1	11	2
146075	2	0	56
146075	2	1	6
146075	2	2	5
146075	2	3	7
146075	2	4	6
146075	2	5	4
146075	2	8	3
146075	2	10	6
146075	2	11	1
146075	2	12	1
146075	3	0	92
146075	3	3	1
146075	3	4	1
146075	3	5	1
146075	4	0	31
146075	4	1	5
146075	4	2	5
146075	4	3	3
146075	4	4	5
146075	4	5	5
146075	4	6	3
146075	4	7	2
146075	4	8	4
146075	4	9	1
146075	4	10	15
146075	4	11	11
146075	4	12	5
146075	5	0	33
146075	5	1	4
146075	5	2	3
146075	5	3	6
146075	5	4	3
146075	5	5	4
146075	5	6	5
146075	5	7	2
146075	5	8	1
146075	5	9	4
146075	5	10	20
146075	5	11	8
146075	5	12	2
146075	6	0	49
146075	6	1	6
146075	6	2	3
146075	6	3	5
146075	6	4	2
146075	6	5	5
146075	6	6	6
146075	6	7	2
146075	6	8	6
146075	6	9	2
146075	6	10	7
146075	6	11	1
146075	6	12	1
146075	7	0	53
146075	7	1	3
146075	7	2	3
146075	7	3	4
