gateway_id	slot_id	cur_level	player_count
146102	1	5	1
146102	1	11	1
146102	2	0	22
146102	2	1	6
146102	2	2	2
146102	2	3	4
146102	2	4	2
146102	2	5	2
146102	2	6	2
146102	2	7	1
146102	2	10	1
146102	3	0	40
146102	3	2	2
146102	4	0	10
146102	4	1	4
146102	4	2	3
146102	4	3	5
146102	4	4	5
146102	4	5	4
146102	4	6	3
146102	4	7	1
146102	4	8	2
146102	4	9	1
146102	4	10	3
146102	4	11	1
146102	5	0	12
146102	5	1	5
146102	5	2	6
146102	5	3	3
146102	5	4	3
146102	5	5	2
146102	5	6	3
146102	5	7	1
146102	5	8	2
146102	5	9	1
146102	5	10	3
146102	5	11	1
146102	6	0	23
146102	6	1	6
146102	6	2	6
146102	6	3	1
146102	6	4	1
146102	6	5	2
146102	6	6	1
146102	6	11	2
146102	7	0	21
146102	7	1	3
146102	7	2	4
146102	7	3	2
146102	7	4	2
146102	7	5	4
146102	7	6	2
146102	7	7	3
146102	7	10	1
146102	8	0	40
146102	8	1	1
146102	8	2	1
146102	9	0	11
146102	9	1	3
146102	9	2	5
146102	9	3	4
146102	9	4	4
146102	9	5	4
146102	9	6	1
146102	9	7	1
146102	9	8	2
146102	9	9	2
146102	9	10	3
146102	9	11	2
146102	10	0	15
146102	10	1	4
146102	10	2	2
146102	10	3	7
146102	10	4	2
146102	10	5	2
146102	10	6	4
146102	10	9	1
146102	10	10	4
146102	10	11	1
146107	1	0	4
146107	1	6	1
146107	1	8	1
146107	1	9	2
146107	1	10	1
146107	2	0	9
146107	3	0	9
146107	4	0	4
146107	4	1	1
146107	4	3	2
146107	4	4	1
146107	4	6	1
146107	5	0	6
146107	5	4	2
146107	5	5	1
146107	6	0	3
146107	6	2	1
146107	6	3	1
146107	6	4	1
146107	6	8	1
146107	6	10	2
146107	7	0	9
146107	8	0	9
146107	9	0	3
146107	9	1	1
146107	9	2	2
146107	9	4	1
146107	9	5	1
146107	9	7	1
146107	10	0	4
146107	10	1	1
146107	10	3	1
146107	10	4	1
146107	10	6	2
153087	1	0	65
153087	1	1	3
153087	1	2	6
153087	1	3	4
153087	1	4	3
153087	1	5	1
153087	2	0	64
153087	2	1	4
153087	2	2	5
153087	2	3	2
153087	2	4	1
153087	2	5	3
153087	2	7	1
153087	2	8	1
153087	2	11	1
153087	3	0	78
153087	3	1	2
153087	3	2	1
153087	3	3	1
153087	4	0	64
153087	4	1	3
153087	4	2	3
153087	4	3	6
153087	4	4	2
153087	4	5	2
153087	4	6	1
153087	4	8	1
153087	5	0	31
153087	5	1	2
153087	5	2	9
153087	5	3	7
153087	5	4	7
153087	5	5	5
153087	5	6	2
153087	5	7	3
153087	5	8	5
153087	5	9	1
153087	5	10	3
153087	5	11	7
153087	6	0	65
153087	6	1	3
153087	6	2	7
153087	6	3	4
153087	6	4	2
153087	6	5	1
153087	7	0	63
153087	7	1	4
153087	7	2	3
153087	7	3	4
153087	7	4	2
153087	7	5	2
153087	7	8	3
153087	7	11	1
153087	8	0	78
153087	8	1	2
153087	8	2	1
153087	8	4	1
153087	9	0	65
153087	9	1	1
153087	9	2	5
153087	9	3	4
153087	9	4	4
153087	9	5	2
153087	9	8	1
153087	10	0	29
153087	10	1	3
153087	10	2	13
153087	10	3	5
153087	10	4	3
153087	10	5	4
153087	10	6	4
153087	10	7	1
153087	10	8	5
153087	10	9	3
153087	10	10	4
153087	10	11	8
153091	1	0	21
153091	1	1	4
153091	1	2	4
153091	1	3	1
153091	1	4	1
153091	1	11	1
153091	2	0	27
153091	2	1	4
153091	2	2	1
153091	3	0	32
153091	4	0	23
153091	4	1	3
153091	4	2	3
153091	4	3	2
153091	4	9	1
153091	5	0	14
153091	5	1	1
153091	5	2	1
153091	5	3	4
153091	5	4	2
153091	5	5	7
153091	5	6	2
153091	5	9	1
153091	6	0	21
153091	6	1	5
153091	6	2	2
153091	6	3	3
153091	6	11	1
153091	7	0	28
153091	7	1	2
153091	7	3	1
153091	7	5	1
153091	8	0	32
153091	9	0	24
153091	9	1	3
153091	9	4	4
153091	9	10	1
153091	10	0	15
153091	10	1	3
153091	10	2	2
153091	10	5	6
153091	10	6	1
153091	10	7	4
153091	10	11	1
153099	1	0	15
153099	1	4	1
153099	1	7	1
153099	1	8	1
153099	1	9	2
153099	1	11	1
153099	2	0	21
153099	3	0	21
153099	4	0	21
153099	5	0	20
153099	5	1	1
153099	6	0	15
153099	6	5	1
153099	6	6	1
153099	6	10	2
153099	6	11	1
153099	6	12	1
153099	7	0	21
153099	8	0	21
153099	9	0	21
153099	10	0	21
153103	1	0	10
153103	1	2	2
153103	1	3	1
153103	1	7	1
153103	1	14	1
153103	2	0	11
153103	2	2	1
153103	2	4	2
153103	2	11	1
153103	3	0	15
153103	4	0	13
153103	4	2	1
153103	4	8	1
153103	5	0	1
153103	5	2	1
153103	5	3	2
153103	5	4	2
153103	5	5	3
153103	5	6	1
153103	5	7	1
153103	5	9	2
153103	5	10	1
153103	5	14	1
153103	6	0	11
153103	6	2	1
153103	6	3	2
153103	6	12	1
153103	7	0	10
153103	7	3	1
153103	7	4	1
153103	7	6	2
153103	7	15	1
153103	8	0	15
153103	9	0	11
153103	9	2	1
153103	9	5	1
153103	9	6	1
153103	9	10	1
153103	10	0	1
153103	10	2	1
153103	10	3	4
153103	10	4	2
153103	10	6	1
153103	10	7	2
153103	10	10	3
153103	10	15	1
