210004	489	GhosT	2247991	
210004	550	XxUyw	2243189	
210004	752	Times	2238176	
210004	726	GHOT	2237889	
210004	614	aJIoE	2216621	
210004	449	DNA	2207838	
210004	561	Story	2206109	
210004	683	Eagle	2201108	
210004	598	ice	2195255	
210004	436	G•nat	2193587	
210004	757	lndy	2189305	
210004	478	ลิดๆ	2159711	
210004	686	มายา	2149536	
210004	649	คนชรา	2127662	
210004	530	Âlønę	2116602	
210004	640	เฉยๆ	2109982	
210004	789	~miss~	2098284	
210004	682	gg	2089137	
210004	537	♂cc♀	2084909	
210004	465	Coler	2081430	
210004	516	Ocean	2069014	
210004	455	พายุ	2051071	
210004	698	จังรัย	2044908	
210004	510	cat	1982957	
210004	677	หอยขม	1974413	
210004	725	กระจอก	1960880	
210004	612	ยมฑูต	1938548	
210004	523	โออิชิ	1918856	
210004	514	✡✡✡	1899893	
210004	662	¤π™ลิน	1892853	
210004	611	•§MK§•	1840709	
210004	528	€เทพ™	1790458	
210004	730	STOP	1782408	
210004	783	รักบี้	1779555	
210004	535	《KING》	1496834	
210004	798	8อสูร	1314144	
210004	772	อินดี้	1099152	
210004	684	โลกี	926743	
210004	666	สองยาม	704399	
210004	492	mild	694174	
210004	512	หงซิ่ง	647217	
210004	484	~ZeeD~	627619	
210004	696	ศิลาดำ	531400	
210004	711	ไร้นาม	524456	
210004	836	ชิงชิว	414946	
210004	651	RatTT	350103	
210004	506	กะเทย	349102	
210004	613	ยาจกซู	330099	
210004	445	ZeeD	286251	
210004	755	Dog	218267	
210004	736	Olivia	192770	
210004	724	มิงก้า	180145	
210004	891	นภากาศ	174012	
210004	740	βMoon™	164557	
210004	508	Squad	145907	
210004	548	Quun	145856	
210004	860	8เซียน	138968	
210004	774	black	138323	
210004	500	SpeRm	137094	
210004	1023	Jame	115528	
210004	917	KST	113185	
210004	1088	RTSDT	112708	
210004	1110	socute	99862	
210004	881	หยก	99287	
210004	778	Mamory	98170	
210004	1100	SuperX	95154	
210004	946	หูหนีบ	92677	
210004	872	ยมฑต	89542	
210004	801	2550	88406	
210004	995	ไม่มี	88121	
210004	746	❽ເທພ☯	86483	
210004	964	somsak	81895	
210004	734	พลัง	81319	
210004	664	นานามิ	80654	
210004	764	มายาT	72734	
210004	768	Memory	68260	
210004	735	Mijji	61715	
210004	884	อมยิ้ม	60852	
210004	791	เมา	59403	
210004	760	อุ้ววว	59303	
210004	782	จั่นกง	53895	
210004	597	Šhii3i	53737	
210004	1019	อสุรา	50003	
210004	976	ฝ่อ	49586	
210004	619	AURA	46443	
210004	855	テガミバチ	41935	
210004	959	ⓖⓞⓓⓦⓐⓡ	38267	
210004	838	ล้านนา	36511	
210005	820	€king€	6679303	
210005	839	☪ℳ٧❧	5315442	
210005	829	๛Äreš	4920060	
210005	823	Uиїqυё	4484153	
210005	923	-ST-	3320236	
210005	1085	Amity	3207519	
210005	851	•ZERO•	3007487	
210005	901	มงลง	2554403	
210005	831	『мвќ』	2454111	
210005	854	A£one✩	2372519	
210005	837	WING	2370442	
210005	876	#NaNo#	2064963	
210005	908	•1ST•	2058213	
210005	852	กังฟู	2041070	
210005	885	หยางวา	2006488	
210005	920	เหวิน	1984649	
210005	967	สายลม	1977858	
210005	873	อัคคี	1953640	
210005	944	『❥bw』	1942135	
210005	943	ดาบส	1804831	
210005	830	•สมๅe•	1671171	
210005	906	8เต่า	1654095	
210005	832	ทานปลา	1499952	
210005	875	อาหัก	1005929	
210005	835	ประธาน	916161	
210005	945	น่ารัก	656584	
210005	1015	Boyza	574523	
210005	909	回到风中	489681	
210005	882	IM8	371932	
210005	857	นาน่า	299845	
210005	879	Maxgg	254455	
210005	827	мιиoʀυ	211293	
210005	900	๓ๅeชะ	133126	
210005	861	GPL	131823	
210005	828	oKINGo	130641	
210005	1014	♤RED♤	128772	
210005	840	TH£ONE	118463	
210005	1122	TROS	114185	
210005	911	ตีหิต♚	100486	
210005	971	เหว๋อ	90405	
210005	921	~AVG~™	89209	
210005	1099	pary	86704	
210005	962	อาชา	84792	
210005	1043	นาคี	81683	
210005	1051	ซีเจ	77378	
210005	1145	ดอกฟ้า	72332	
210005	963	หรรษา	70373	
210005	1009	ง้อใบ๊	63902	
210005	965	AwayGZ	63645	
210005	968	Titan	59379	
210005	1065	Parwa	53378	
210005	1022	akp~th	51181	
210005	948	LOFTY~	50998	
210005	969	Vie	44254	
210006	977	Geneve	4118487	
210006	982	Pⓐⓡⓣⓨ	3336142	
210006	986	Aนุบาล	3012297	
210006	992	KeeHee	2648112	
210006	999	ประธาu	2397969	
210006	979	เพื่อน	1977413	
210006	1000	รวมเทพ	1854209	
210006	1047	มังกร*	1496305	
210006	978	sวมเทw	1209892	
210006	1064	จิงไจ	939010	
210006	1021	™lnw™	559113	
210006	989	Undead	191133	
210006	1002	▄︻┻┳═一	112880	
210006	1081	Paradi	110753	
210006	1055	YouTNT	90071	
210006	1008	Godma	79113	
210006	1040	ราชา	76159	
210006	1024	เถาฮัว	66506	
210006	1095	เหลาหู	60153	
210006	1135	~♡~	51373	
210006	1054	TNT	49052	
210006	987	อู่ตาง	30670	
210006	1037	none	24450	
210006	1076	ฟางฝน	22855	
210006	993	สยบมๅร	21812	
210007	1061	HøT	4189019	
210007	1056	หงฟ้า	3542631	
210007	1062	ฟ้าใส	2608567	
210007	1075	๛๏nO	2508573	
210007	1060	-one-	2476663	
210007	1082	K~L~	2454902	
210007	1063	ClősΣ	2108300	
210007	1087	†ⓔⓐⓢⓣ†	1191012	
210007	1084	▪Indy▪	691127	
210007	1108	อสุรา™	441077	
210007	1109	✓Dome	313317	
210007	1092	╰7╯	288001	
210007	1102	yariss	259413	
210007	1091	หนู	197180	
210007	1103	เวลา	187150	
210007	1134	~☆~	108654	
210007	1126	Sandta	97165	
210007	1104	XXXX	86637	
210007	1117	ไร้ใจ	70393	
210007	1123	~*อก*~	51765	
210007	1107	snek	45914	
210007	1133	weๅeม	43726	
210007	1074	น้ำใจ	38980	
210007	1113	มาลอง	26488	
210008	1125	♥ຮาชา♥	3080400	
210008	1128	☆IT☆	2006183	
210008	1127	Kirin	1995516	
210008	1147	[ViP]™	679304	
210008	1139	ALONE	458819	
210008	1132	ภูเขา	265167	
210008	1152	มังกร2	155501	
210008	1149	-INDY-	101161	
210008	1146	Inw	69810	
210008	1143	《Hs》	61618	
210008	1142	พระถัง	45573	
210008	1140	มีดบิน	45392	
